Source	Label	Target
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	parent of	al-Nāṣirī Muḥammad b. ʾĪnāl 1152
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	parent of	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	parent of	ʾukht ʾAḥmad b. ʾĪnāl 1241
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	sibling of	Ṭūkh 851
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	mamālīk sulṭānīya (al-ʾAshraf ʾĪnāl) 873
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	mamālīk julbān ʾashrafīya 1060
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	kuttābīya (al-Ẓāhir Jaqmaq + al-Manṣūr ʿUthmān) 1098
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Qarājā al-ʾAshrafī al-ʾAʿraj 1332
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Taghrī Birdī al-ʾAshrafī 1331
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Barsbāy al-Khāṣṣakī 3129
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Qānṣūh 1353
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	khāṣṣakīya (al-ʾAshraf ʾĪnāl) 1162
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Jānbayh* al-Majnūn 1357
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	qarīb Jarbāsh al-Karīmī 1463
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	jalīb al-ʾAshraf ʾĪnāl 1466
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Yashbak al-Bajāsī 1026
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Birdibak al-ʾAshrafī 901
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	ʾaʿyān mamālīk al-ʾAshraf ʾĪnāl 2250
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	khāṣṣakīya mamālīk julbān ʾashrafīya 2302
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	jamdārīya ʾashrafīya 2303
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	mamālīk julbān ʾashrafīya 1060
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	mamālīk julbān ʾashrafīya ẓāhirīya 2377
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	al-ʾAshrafīya ʾĪnāl 2472
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Barsbāy al-Khāṣṣakī 3129
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	al-ʾAshrafīya ʾĪnāl 2472
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Jānibak al-ʾIsmāʿīlī al-Muʾayyadī 1242
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	Mughulbāy Ṭāz al-Muʾayyadī 1345
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ustādh of	al-Sayfī Shāddibak Ṭāz al-Khāṣṣakī 3869
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	mamlūk (ustādh) of	al-Nāṣir Faraj b. Barqūq 14
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	makhdūm of	Birdibak al-ʾAshrafī 901
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	makhdūm of	mamālīk julbān ʾashrafīya 1060
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	makhdūm of	kuttābīya (al-Ẓāhir Jaqmaq + al-Manṣūr ʿUthmān) 1098
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	makhdūm of	Birdibak al-ʾAshrafī 901
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	makhdūm of	Barsbāy al-Khāṣṣakī 3129
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	mamlūk (khidma) of	al-Ẓāhir Barqūq 4
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	in-law of	Barsbāy al-Bajāsī 894
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	zawj of	zawjat al-ʾAshraf ʾĪnāl 1115
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	zawj of	Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	zawj of	Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	master (khāṣṣakī) of	khāṣṣakīya (al-ʾAshraf ʾĪnāl) 1162
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	master (khāṣṣakī) of	Barsbāy al-Khāṣṣakī 3129
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	master (khāṣṣakī) of	Jānbayh* al-Majnūn 1357
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	master (khāṣṣakī) of	Khayrbak min Ḥadīd al-ʾAjrūd 1326
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	master (khāṣṣakī) of	Barqūq al-Nāṣirī al-Ẓāhirī 1626
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	master (khāṣṣakī) of	khāṣṣakīya mamālīk julbān ʾashrafīya 2302
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	khāṣṣakī of	al-Nāṣir Faraj b. Barqūq 14
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	mamlūk (tājir) of	ʿAlāʾ al-Dīn 849
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	relative of	Bint Birdibak 2245
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ḥam of	Birdibak al-ʾAshrafī 901
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ḥam of	Yūnus al-ʾĀqbāy  862
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ḥam of	Birdibak al-ʾAshrafī 901
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	khusdāsh of	khushdāshīya al-ʾAshraf ʾĪnāl 2233
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	khusdāsh of	Yūnus al-ʿAlāʾī  753
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	hajjān / hajjāna 1227
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	Zayn al-Dīn Murjān al-Maḥmūdī 1043
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	Barsbāy al-Bajāsī 894
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	ḥawāshī al-ʾAshraf ʾĪnāl 2416
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	Nūkār al-Nāṣirī 933
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	Sawinjbughā al-Yūnusī al-Nāṣirī 783
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	ʿAlāʾ al-Dīn ʿAlī al-Maghribī 3707
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	patron of	Shihāb al-Dīn al-ʾIkhmīmī 1669
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	parent of	Ibn al-Ẓāhir Khushqadam 2932
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	parent of	walad dhakar al-Ẓāhir Khushqadam 3287
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	parent of	Bint al-Ẓāhir Khushqadam 3358
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	parent of	Walad al-Ẓāhir Khushqadam (1) 3962
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	parent of	Walad al-Ẓāhir Khushqadam (2) 3963
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	parent of	Walad al-Ẓāhir Khushqadam (3) 3964
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	ustādh of	mamālīk sulṭānīya (al-Ẓāhir Khushqadam) 2396
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	ustādh of	julbān al-Ẓāhir Khushqadam 3062
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	ustādh of	ʾUzbak 3122
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	ustādh of	Barsbāy al-Khāṣṣakī 3129
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	ustādh of	ʾAṣbāy 3433
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	ustādh of	Damurdāsh 3072
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	mamlūk (ustādh) of	al-Muʾayyad Shaykh 12
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Khushkaldī 3252
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Shāhīn al-ʾAshrafī 3293
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Jānibak al-Sayfī Sūdūn min ʿabd al-Raḥmān 3294
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Jānibak ʿIfrīt al-Ẓāhirī al-Bawwāb 3295
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Jānibak al-ʾAshrafī 3296
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Qurqmās al-Ẓāhirī 3317
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Yashbak al-Sāqī 3079
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Khayrbak al-Ẓāhirī 3338
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	makhdūm of	Mughulbāy 3374
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	aghā of	Tanbak al-ʾAshrafī al-Muʿallim 2793
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	īnī of	ʾumarāʾ muʾayyadīya 2347
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	īnī of	Taghrī Birdī al-Muʾayyadī 930
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	zawj of	Shakarbāy al-ʾAḥmadīya 2860
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	master (khāṣṣakī) of	khāṣṣakīya (al-Ẓāhir Khushqadam) 2397
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khāṣṣakī of	Sayf al-Dīn Yakhshī Bāy 354
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khāṣṣakī of	al-Muẓaffar ʾAḥmad b. Shaykh 1364
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	mamlūk (tājir) of	Khawājā Nāṣir al-Dīn 3032
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	owner of	sarārī al-Ẓāhir Khushqadam 3965
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khusdāsh of	ʾaʿyān al-Muʾayyadīya  2474
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khusdāsh of	al-Muʾayyadīya 268
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khusdāsh of	Qānī Bak al-Maḥmūdī 978
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khusdāsh of	al-Ẓāhir Yalbāy al-ʾĪnālī al-Muʾayyadī 1090
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khusdāsh of	Kasbāy al-Muʾayyadī 799
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	khusdāsh of	Qānim al-Tājir 1075
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	patron of	dawādār (Khushqadam al-Nāṣirī al-Muʾayyadī) 1644
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	patron of	Jār Quṭlū al-Sayfī Dawlāt Bāy 3443
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	patron of	Shams al-Dīn Muḥammad b. al-Saḥmāwī al-Shāfiʿī 3754
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	patron (ṣaḥāba) of	Qurqmās al-ʾAshrafī al-Jalab 863
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	patron (ṣaḥāba) of	ʾaṣḥāb Khushqadam al-Nāṣirī al-Muʾayyadī 2285
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	patron (khāṣṣ) of	khawāṣṣ (al-Ẓāhir Khushqadam) 2857
