ʾUzbak al-Ẓāhīrī al-Dawādār 914	zawj of	ibnat ʾimraʾat Ḥusayn 1037
ʾUzbak al-Ẓāhīrī al-Dawādār 914	ḥam of	Badr al-Dīn Ḥusayn 913
Yūsuf b. Taghrī Birdī 924	in-law of	Nāṣir al-Dīn b. al-ʿAdīm 101
Yūsuf b. Taghrī Birdī 924	in-law of	Jalāl al-Dīn ʿAbd al-Raḥmān al-Bulqīnī 17
Yūsuf b. Taghrī Birdī 924	ḥam of	ʾĪnāl al-Nawrūzī 1031
Yūsuf b. Taghrī Birdī 924	ḥam of	ʾĀqbughā al-Timrāzī  25
Walī al-Dīn b. al-ʿIrāqī 988	zawj of	Ibnat ʾukht Sharaf al-Dīn Yaḥyā 4622
Timrāz al-Nāṣirī 1003	zawj of	bint Sūdūn Buqja 4296
Timrāz al-Nāṣirī 1003	zawj of	Khawand Qunuqbāy  3892
ʾUljāy al-Yūsufī 1004	zawj of	Khawand Baraka Khātūn 993
ʾĪnāl al-Nawrūzī 1031	zawj of	Khawand Fāṭima 3862
ʾĪnāl al-Nawrūzī 1031	zawj of	Khawand Fāṭima 3862
Tāj al-Dīn ʿAbd Allāh b. al-Maqsī 1050	in-law of	Zayn al-Dīn Yaḥyā 118
Sharaf al-Dīn al-ʾAnṣārī 1054	zawj of	Zaynab bt. Jarbāsh Qāshiq 555
Sharaf al-Dīn al-ʾAnṣārī 1054	zawj of	Zaynab bt. Jarbāsh Qāshiq 555
Qānṣūh al-Muḥammadī al-ʾAshrafī 1106	in-law of	al-Sharafī Yaḥyā 1542
Jānibak Qarā l-ʾAshrafī 1148	zawj of	Bint al-Nāṣirī Muḥammad b. al-Thallāj 1147
ʾAbu l-Khayr al-Naḥḥās 1168	zawj of	ḥarīm ʾAbu l-Khayr al-Naḥḥās 4664
Nāṣir al-Dīn b. al-ʿAttār 1222	ḥam of	Kamāl al-Dīn b. al-Bārizī 99
Ṣalāḥ al-Dīn ʾAmīr Ḥājj b. Barkūt al-Makīnī 1244	in-law of	Abū l-Saʿādāt al-Bulqīnī 3370
ʾAbū Fāris ʿAbd al-ʿAzīz 1256	zawj of	zawjat Mawlāya Fāris 3646
Sūdūn Buqja 1278	ḥam of	Timrāz al-Nāṣirī 1003
Fakhr al-Dīn b. al-Muzawwiq 1438	in-law of	Jānibak al-Ṣūfī 83
Yūnus al-Mushidd 1489	zawj of	ibnat al-ʾAshraf ʾĪnāl 963
al-Sharafī Yaḥyā 1542	in-law of	Qānṣūh al-Muḥammadī al-ʾAshrafī 1106
al-Sharafī Yaḥyā 1542	in-law of	Qānṣūh al-Muḥammadī al-ʾAshrafī 1106
Raḥab al-Tājir 1551	zawj of	zawjat Raḥab al-Tājir 1552
zawj ʾibnat Ibn al-ʿAjamī 1580	zawj of	ʾibnat Ibn al-ʿAjamī 1581
ʾAḥmad b. al-Sulṭān Ḥasan 1694	ḥam of	al-Malik al-Manṣūr Ḥājjī 2409
Maʾmūr al-Qalamṭāwī 1725	in-law of	Yalbughā al-ʿUmarī al-Khāṣṣakī 2253
Maʾmūr al-Qalamṭāwī 1725	zawj of	Ibnat Yalbughā 2557
Quṭlūbughā al-Ṣafawī 1734	zawj of	Bint ʾAydamur al-dawādār 2888
ʾAlṭunbughā al-ʾAshrafī al-Ḥalabī 1747	zawj of	Ibnat Timurbāy al-Ḥasanī  4109
ʾAmīr Ḥājj b. Mughulṭāy 1771	zawj of	Khawand Samrāʾ 3995
Shaykh al-Khāṣṣakī al-Ṣafawī 1774	ḥam of	Fatḥ Allāh al-Tabrīzī 16
ʾAḥmad b. Yalbughā al-ʿUmarī 1781	ḥam of	ʾĀqbughā al-Māridānī 1860
ʾUzdamur ʾAkhū ʾĪnāl al-Yūsufī 1856	zawj of	ʾUmm Faraj b. ʾUzdamur 4631
ʾĪnāl Bāy b. Qujmās al-Ẓāhirī 1874	zawj of	Khawand Bayram 4049
Bayghūt al-Ẓāhirī 1886	zawj of	ʾUkht al-Nāṣir Faraj 4084
Taghrī Birdī al-Bashbughāwī  1889	zawj of	Bint al-Malik al-Manṣūr Ḥājjī 2408
Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm Qāsim b. Taghrī Birdī 4095
Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm Ḥamza b. Taghrī Birdī 4096
Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm ʾIbrāhīm b. Taghrī Birdi 4097
Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm Muḥammad b. Taghrī Birdī 4098
Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm ʾIsmāʿīl b. Taghrī Birdī 4099
Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm Yūsuf b. Taghrī Birdī 4100
