unknown 0	appoints	Ṭūghān Qīz al-ʿAllānī 231
unknown 0	appoints	Muḥammad b. Ṣadaqa al-Muḥarraqī 785
unknown 0	appoints	Muḥammad b. Ṣadaqa al-Muḥarraqī 785
unknown 0	appoints	Muḥammad b. ʿUmar b. Ḥijjī 545
unknown 0	appoints	Muḥammad b. ʿUmar b. Ḥijjī 545
al-Ẓāhir Jaqmaq 2	appoints	Julbān al-Muʾayyadī ʾAmīr ʾĀkhūr 179
unknown 0	appoints	Manklī Khujā al-Sayfī ʾArghūn Shāh 787
unknown 0	appoints	Kumushbughā al-Ruknī 789
unknown 0	appoints	Ibn Ẓahīr 798
al-Ẓāhir Jaqmaq 2	appoints	Shihāb al- Dīn ʾAḥmad b. Ḥajar 93
al-Muʾayyad Shaykh 12	appoints	Ḥamza b. Dulghādir 765
al-Muʾayyad Shaykh 12	appoints	Shāhīn b. ʿAbd al-ʿAzīz 806
al-Muʾayyad Shaykh 12	appoints	Kizil Bughā 807
al-Ẓāhir Jaqmaq 2	appoints	Sūdūn al-Muḥammadī 3164
unknown 0	appoints	Jānibak al-Nāṣirī 811
al-Muʾayyad Shaykh 12	appoints	Yashbak al-Yūsufī al-Muʾayyadī 249
al-Muʾayyad Shaykh 12	appoints	Birdibak al-Khalīlī Qiṣqā 681
unknown 0	appoints	Muḥammad b. al-Turkumānī 822
unknown 0	appoints	Mubārak Shāh al-Rammāḥ 703
unknown 0	appoints	Timrāz 827
unknown 0	appoints	Yashbak al-Jakamī 3222
al-Muʾayyad Shaykh 12	appoints	ʿUmar b. Shahrī 684
al-Muʾayyad Shaykh 12	appoints	ʿUmar Shāh al-Bābīrī 830
al-Ẓāhir Ṭaṭar 441	promotes	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
unknown 0	promotes	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
unknown 0	appoints	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
