URI	REG_MESO	TR	SEARCH	EN	TYPE	LAT	LON	AR	AR_Alt	AR_Sort
JABALUYUN_069W374N_S	Andalus_RE	Ǧabal=al-ʿUyūn	Jabal=al-Uyun	NA	towns	-6.99696	37.41112	جبل=العيون	جبل=العيون	جبل=العيون
JUBLAN_436E142N_S	Yaman_RE	Ǧublān	Jublan	NA	towns	43.67157	14.2788	جبلان	جبلان	جبلان
JABALA_359E353N_S	Sham_RE	Ǧabalaŧ	Jabala	NA	towns	35.95309	35.36567	جبلة	جبلة	جبلة
JABBUL_457E325N_S	Iraq_RE	Ǧabbūl	Jabbul	NA	towns	45.72633	32.55466	جبول	جبول	جبول
JUBAYL_356E341N_S	Sham_RE	Ǧubayl	Jubayl	NA	towns	35.65206	34.12764	جبيل	جبيل	جبيل
JAHSHIYYA_404E366N_S	Aqur_RE	al-Ǧaḥšiyyaŧ	al-Jahshiyya	NA	towns	40.41354	36.65489	الجحشية	الجحشية	جحشية
JUHFA_391E226N_S	JaziratArab_RE	al-Ǧuḥfaŧ	al-Juhfa	NA	towns	39.12422	22.60833	الجحفة	الجحفة	جحفة
JUDDA_391E214N_S	JaziratArab_RE	Ǧuddaŧ	Judda	NA	towns	39.1779	21.46201	جدة	جدة	جدة
JARAWAABUAYSH_022W350N_S	Maghrib_RE	Ǧarāwaŧ=Abū=al-ʿAyš	Jarawa=Abu=al-Aysh	NA	towns	-2.28691	35.09519	جراوة=أبو=العيش	جراوة=أبو=العيش	جراوة=ابو=العيش
JARABULUS_380E368N_S	Sham_RE	Ǧarabuluṣ	Jarabulus	NA	towns	38.00577	36.81562	جربلص	جربلص	جربلص
JURJANIYYASUGHRA_593E422N_S	Mawarannahr_RE	Ǧurǧāniyyaŧ=al-Ṣuġrá	Jurjaniyya=al-Sughra	NA	towns	59.31292	42.28887	جرجانية=الصغرى	جرجانية=الصغرى	جرجانية=الصغرى
JARJARAYA_453E327N_S	Iraq_RE	Ǧarǧarāyā	Jarjaraya	NA	towns	45.31987	32.74104	جرجرايا	جرجرايا	جرجرايا
JIRJANT_135E373N_S	Siqiliyya_RE	Ǧirǧant	Jirjant	NA	towns	13.5929	37.30538	جرجنت	جرجنت	جرجنت
JURJIR_321E309N_S	Misr_RE	Ǧurǧīr	Jurjir	NA	towns	32.19454	30.91373	جرجير	جرجير	جرجير
JURZUWAN_658E358N_S	Khurasan_RE	al-Ǧurzuwān	al-Jurzuwan	NA	towns	65.87895	35.88517	الجرزوان	الجرزوان	جرزوان
JURASH_358E322N_S	Sham_RE	Ǧuraš	Jurash	NA	towns	35.8804	32.27309	جرش	جرش	جرش
JURASH_426E186N_S	JaziratArab_RE	Ǧuraš	Jurash	NA	towns	42.69682	18.63711	جرش	جرش	جرش
JARKARD_698E420N_S	Mawarannahr_RE	Ǧarkard	Jarkard|Gharkard	NA	towns	69.82576	42.02949	جركرد	جركرد|غركرد	جركرد
JIRM_709E368N_S	Khurasan_RE	Ǧirm	Jirm	NA	towns	70.92564	36.80704	جرم	جرم	جرم
JIRUNDA_028E419N_S	Andalus_RE	Ǧirundaŧ	Jirunda	NA	towns	2.84472	41.93607	جرندة	جرندة	جرندة
JIZAH_623E319N_S	Sijistan_RE	Ǧizah	Jizah|Kizah	NA	towns	62.3861	31.9686	جزه	جزه|كزه	جزه
JAZIRAABUSHARIK_109E370N_S	Maghrib_RE	Ǧazīraŧ=Abū=Šarīk	Jazira=Abu=Sharik	NA	towns	10.99773	37.03058	جزيرة=أبو=شريك	جزيرة=أبو=شريك	جزيرة=ابو=شريك
JAZIRABANUZAGHANNAYA_030E367N_S	Maghrib_RE	Ǧazīraŧ=Banū=Zaġannāyaŧ	Jazira=Banu=Zaghannaya	NA	towns	3.09046	36.70793	جزيرة=بنو=زغناية	جزيرة=بنو=زغناية	جزيرة=بنو=زغناية
JAZIRAJABALTARIQ_053W361N_S	Andalus_RE	Ǧazīraŧ=Ǧabal=Ṭāriq	Jazira=Jabal=Tariq	NA	towns	-5.33071	36.16752	جزيرة=جبل=طارق	جزيرة=جبل=طارق	جزيرة=جبل=طارق
JISRSURA_443E326N_S	Iraq_RE	Ǧisr=Sūrā	Jisr=Sura|Jisr=Suran	NA	towns	44.36585	32.64626	جسر=سورا	جسر=سورا|جسر=سوران	جسر=سورا
JISRMANBIJ_382E366N_S	Aqur_RE	Ǧisr=Manbiǧ	Jisr=Manbij	NA	towns	38.22057	36.67173	جسر=منبج	جسر=منبج	جسر=منبج
JIKARBAND_623E402N_S	Mawarannahr_RE	Ǧikarband	Jikarband	NA	towns	62.36792	40.23331	جكربند	جكربند	جكربند
JAKIN_574E272N_S	Kirman_RE	Ǧakīn	Jakin	NA	towns	57.46843	27.22823	جكين	جكين	جكين
JULLAFAR_559E257N_S	JaziratArab_RE	Ǧullafār	Jullafar	NA	towns	55.98855	25.75227	جلفار	جلفار	جلفار
JALMANIYA_072W387N_S	Andalus_RE	Ǧalmāniyaŧ	Jalmaniya	NA	towns	-7.22985	38.77894	جلمانية	جلمانية	جلمانية
JALULA_451E341N_S	Iraq_RE	Ǧalūlā	Jalula	NA	towns	45.11759	34.17989	جلولا	جلولا	جلولا
JALULA_098E357N_S	Maghrib_RE	Ǧalūlāʾ	Jalula	NA	towns	9.86192	35.7761	جلولاء	جلولاء	جلولاء
JAMAIL_352E321N_S	Sham_RE	Ǧamāʿīl	Jamail	NA	towns	35.237961	32.136199	جماعيل	جماعيل	جماعيل
JAMUKAT_696E422N_S	Mawarannahr_RE	Ǧamūkat	Jamukat	NA	towns	69.62235	42.26934	جموكت	جموكت	جموكت
JAMILA_056E362N_S	Maghrib_RE	Ǧamīlā	Jamila	NA	towns	5.60237	36.24063	جميلا	جميلا	جميلا
JANNABA_505E296N_S	Fars_RE	Ǧannābaŧ	Jannaba	NA	towns	50.53898	29.60089	جنابة	جنابة	جنابة
JUNBADHMALLAGHAN_508E302N_S	Fars_RE	Ǧunbaḏ=Mallaġān	Junbadh=Mallaghan|Junbadh=Mallajan	NA	towns	50.84951	30.29389	جنبذ=ملغان	جنبذ=ملغان|جنبذ=ملجان	جنبذ=ملغان
JANAD_441E136N_S	Yaman_RE	al-Ǧanad	al-Janad	NA	towns	44.17508	13.69225	الجند	الجند	جند
JANZA_463E408N_S	Rihab_RE	Ǧanzaŧ	Janza|Janja	NA	towns	46.38603	40.81356	جنزة	جنزة|جنجة	جنزة
JANZARUDH_569E306N_S	Kirman_RE	Ǧanzarūḏ	Janzarudh|Jatrud	NA	towns	56.92513	30.67077	جنزروذ	جنزروذ|جاترود	جنزروذ
JUNIYYA_356E339N_S	Sham_RE	Ǧuniyyaŧ	Juniyya	NA	towns	35.61897	33.98398	جنية	جنية	جنية
JAHRAM_535E285N_S	Fars_RE	Ǧahram	Jahram	NA	towns	53.51012	28.51826	جهرم	جهرم	جهرم
JUR_525E288N_S	Fars_RE	Ǧūr	Jur|Bayruzabadh	NA	towns	52.58324	28.84797	جور	جور|بيروزاباذ	جور
JUSIYA_365E344N_S	Sham_RE	Ǧūsiyaŧ	Jusiya	NA	towns	36.56409	34.44699	جوسية	جوسية	جوسية
JAWLAN_357E330N_S	Sham_RE	al-Ǧawlān	al-Jawlan	NA	towns	35.79833	33.09084	الجولان	الجولان	جولان
JUWISULAYMAN_581E281N_S	Kirman_RE	Ǧuwī=Sulaymān	Juwi=Sulayman	NA	towns	58.18338	28.12851	جوي=سليمان	جوي=سليمان	جوي=سليمان
JUWAYN_616E317N_S	Sijistan_RE	Ǧuwayn	Juwayn|Kuwayn	NA	towns	61.60731	31.72221	جوين	جوين|كوين	جوين
JAYYAN_038W377N_S	Andalus_RE	Ǧayyān	Jayyan	NA	towns	-3.80302	37.78977	جيان	جيان	جيان
JIJIL_057E367N_S	Maghrib_RE	Ǧīǧil	Jijil	NA	towns	5.71881	36.77325	جيجل	جيجل	جيجل
JIRANJ_622E374N_S	Khurasan_RE	Ǧīranǧ	Jiranj|Kirank	NA	towns	62.22511	37.49732	جيرنج	جيرنج|كيرنك	جيرنج
JIZA_312E300N_S	Misr_RE	al-Ǧīzaŧ	al-Jiza	NA	towns	31.20183	30.00653	الجيزة	الجيزة	جيزة
JINANJAKATH_691E409N_S	Mawarannahr_RE	Ǧīnānǧakaṯ	Jinanjakath	NA	towns	69.11286	40.9956	جينانجكث	جينانجكث	جينانجكث
HABRA_350E315N_S	Sham_RE	Ḥabraŧ	Habra|al-Khalil|Habrun|Masjid=Ibrahim	NA	towns	35.08912	31.53018	حبرة	حبرة|الخليل|حبرون|مسجد=إبراهيم	حبرة
HIJRSALIH_379E268N_S	JaziratArab_RE	Ḥiǧr=Ṣāliḥ	Hijr=Salih|al-Hijr	NA	towns	37.93999	26.86125	حجر=صالح	حجر=صالح|الحجر	حجر=صالح
HADATH_375E377N_S	Aqur_RE	al-Ḥadaṯ	al-Hadath	NA	towns	37.52545	37.73001	الحدث	الحدث	حدث
HADITHA_423E341N_S	Aqur_RE	al-Ḥadīṯaŧ	al-Haditha	NA	towns	42.38707	34.10682	الحديثة	الحديثة	حديثة
HADITHA_433E360N_S	Aqur_RE	al-Ḥadīṯaŧ	al-Haditha	NA	towns	43.39249	36.02054	الحديثة	الحديثة	حديثة
HADHA_388E254N_S	JaziratArab_RE	Ḥaḏaŧ	Hadha	NA	towns	38.85976	25.46077	حذة	حذة	حذة
HARRAN_390E368N_S	Aqur_RE	Ḥarrān	Harran	NA	towns	39.08906	36.88438	حران	حران	حران
HARBA_441E339N_S	Iraq_RE	Ḥarbá	Harba	NA	towns	44.18508	33.95808	حربى	حربى	حربى
HIRDA_427E152N_S	Yaman_RE	al-Ḥirdaŧ	al-Hirda	NA	towns	42.73173	15.22479	الحردة	الحردة	حردة
HASANIYYA_427E371N_S	Aqur_RE	al-Ḥasaniyyaŧ	al-Hasaniyya	NA	towns	42.72248	37.11078	الحسنية	الحسنية	حسنية
HISNBULKUNA_042W378N_S	Andalus_RE	Ḥiṣn=Bulkūnaŧ	Hisn=Bulkuna	NA	towns	-4.22025	37.87073	حصن=بلكونة	حصن=بلكونة	حصن=بلكونة
HISNKAYFA_414E377N_S	Aqur_RE	Ḥiṣn=Kayfā	Hisn=Kayfa	NA	towns	41.42113	37.70021	حصن=كيفا	حصن=كيفا	حصن=كيفا
HISNMASLAMA_390E363N_S	Aqur_RE	Ḥiṣn=Maslamaŧ	Hisn=Maslama	NA	towns	39.07106	36.38728	حصن=مسلمة	حصن=مسلمة	حصن=مسلمة
HISNMAHDI_483E305N_S	Khuzistan_RE	Ḥiṣn=Mahdī	Hisn=Mahdi	NA	towns	48.33301	30.52571	حصن=مهدي	حصن=مهدي	حصن=مهدي
HUSAYN_407E356N_S	Aqur_RE	al-Ḥuṣayn	al-Husayn	NA	towns	40.71642	35.62321	الحصين	الحصين	حصين
HADR_426E357N_S	Aqur_RE	al-Ḥaḍr	al-Hadr	NA	towns	42.69628	35.79513	الحضر	الحضر	حضر
HAFIT_558E238N_S	JaziratArab_RE	Ḥafīt	Hafit	NA	towns	55.85631	23.89613	حفيت	حفيت	حفيت
HULA_356E329N_S	Sham_RE	al-Ḥulaŧ	al-Hula	NA	towns	35.63816	32.97543	الحلة	الحلة	حلة
HILLA_444E324N_S	Iraq_RE	al-Ḥillaŧ	al-Hilla	NA	towns	44.41963	32.46367	الحلة	الحلة	حلة
HULWAN_312E298N_S	Misr_RE	Ḥulwān	Hulwan	NA	towns	31.29831	29.86015	حلوان	حلوان	حلوان
HALI_413E186N_S	JaziratArab_RE	Ḥalī	Hali	NA	towns	41.39305	18.62751	حلي	حلي	حلي
HAMA_367E351N_S	Sham_RE	Ḥamāŧ	Hama	NA	towns	36.76872	35.12587	حماة	حماة	حماة
HAMMAMIBNUMAR_443E323N_S	Iraq_RE	Ḥammām=Ibn=ʿUmar	Hammam=Ibn=Umar	NA	towns	44.34773	32.39084	حمام=إبن=عمر	حمام=إبن=عمر	حمام=ابن=عمر
HAMMA_081E340N_S	Maghrib_RE	al-Ḥammaŧ	al-Hamma	NA	towns	8.19472	34.0563	الحمة	الحمة	حمة
HAWRA_373E250N_S	JaziratArab_RE	al-Ḥawrāʾ	al-Hawra	NA	towns	37.33759	25.0302	الحوراء	الحوراء	حوراء
HAWRAN_367E326N_S	Sham_RE	al-Ḥawrān	al-Hawran	NA	towns	36.73153	32.65059	الحوران	الحوران|حوران	حوران
HIRA_443E320N_S	Iraq_RE	al-Ḥīraŧ	al-Hira	NA	towns	44.37232	32.01734	الحيرة	الحيرة	حيرة
HAYS_434E139N_S	Yaman_RE	Ḥays	Hays	NA	towns	43.48282	13.9314	حيس	حيس	حيس
KHATUNKATH_693E414N_S	Mawarannahr_RE	Ḫātūnkaṯ	Khatunkath	NA	towns	69.39376	41.4306	خاتونكث	خاتونكث	خاتونكث
KHASH_705E410N_S	Mawarannahr_RE	Ḫāš	Khash|Khas|Khasht	NA	towns	70.53285	41.02958	خاش	خاش|خاس|خشت	خاش
KHANLANJAN_515E324N_S	Jibal_RE	Ḫān=Lanǧān	Khan=Lanjan|Khalanjan|Khulanjan	NA	towns	51.56268	32.40331	خان=لنجان	خان=لنجان|خلنجان|خولنجان	خان=لنجان
KHANIQIN_454E343N_S	Iraq_RE	Ḫāniqīn	Khaniqin	NA	towns	45.44708	34.34844	خانقين	خانقين	خانقين
KHANUQA_398E357N_S	Aqur_RE	al-Ḫānūqaŧ	al-Khanuqa	NA	towns	39.81661	35.75218	الخانوقة	الخانوقة	خانوقة
KHABR_532E287N_S	Fars_RE	Ḫabr	Khabr	NA	towns	53.27732	28.76436	خبر	خبر	خبر
KHABR_563E288N_S	Kirman_RE	Ḫabr	Khabr	NA	towns	56.31341	28.85863	خبر	خبر	خبر
KHABIS_577E304N_S	Kirman_RE	Ḫabīṣ	Khabis	NA	towns	57.75292	30.46232	خبيص	خبيص	خبيص
KHUJADAH_642E398N_S	Mawarannahr_RE	Ḫuǧādah	Khujadah	NA	towns	64.20076	39.81909	خجاده	خجاده	خجاده
KHUJANDA_696E402N_S	Mawarannahr_RE	Ḫuǧandaŧ	Khujanda	NA	towns	69.63107	40.24606	خجندة	خجندة	خجندة
KHUDIMANKAN_655E401N_S	Mawarannahr_RE	Ḫudīmankān	Khudimankan	NA	towns	65.58856	40.12063	خديمنكان	خديمنكان	خديمنكان
KHURRAMA_533E295N_S	Fars_RE	Ḫurrāmaŧ	Khurrama	NA	towns	53.33817	29.54292	خرامة	خرامة	خرامة
KHURRA_519E292N_S	Fars_RE	Ḫurraŧ	Khurra	NA	towns	51.9773	29.22327	خرة	خرة	خرة
KHARASHKATH_689E408N_S	Mawarannahr_RE	Ḫaraškaṯ	Kharashkath	NA	towns	68.90655	40.80598	خرشكث	خرشكث	خرشكث
KHARGHANKATH_656E401N_S	Mawarannahr_RE	Ḫarġānkaṯ	Kharghankath	NA	towns	65.61472	40.1917	خرغانكث	خرغانكث	خرغانكث
KHARGHANKATH_696E415N_S	Mawarannahr_RE	Ḫarġānkaṯ	Kharghankath	NA	towns	69.69791	41.59198	خرغانكث	خرغانكث	خرغانكث
KHARAQ_618E376N_S	Khurasan_RE	Ḫaraq	Kharaq	NA	towns	61.89282	37.61978	خرق	خرق	خرق
KHARAQANA_675E399N_S	Mawarannahr_RE	Ḫaraqānaŧ	Kharaqana	NA	towns	67.58739	39.9712	خرقانة	خرقانة	خرقانة
KHARKIRD_601E343N_S	Khurasan_RE	Ḫarkird	Kharkird|Kharjird	NA	towns	60.16386	34.31639	خركرد	خركرد|خرجرد	خركرد
KHARANJAWAN_745E428N_S	Mawarannahr_RE	Ḫaranǧawān	Kharanjawan	NA	towns	74.54582	42.83233	خرنجوان	خرنجوان	خرنجوان
KHUSRAWJIRD_574E361N_S	Khurasan_RE	Ḫusrawǧird	Khusrawjird	NA	towns	57.47851	36.18956	خسروجرد	خسروجرد	خسروجرد
KHUSHAF_376E360N_S	Sham_RE	Ḫušāf	Khushaf	NA	towns	37.69991	36.0863	خشاف	خشاف	خشاف
KHASHT_513E295N_S	Fars_RE	Ḫašt	Khasht	NA	towns	51.30575	29.54859	خشت	خشت	خشت
KHASHT_639E343N_S	Khurasan_RE	Ḫašt	Khasht|Khast|Khast|Khwasht	NA	towns	63.94658	34.34906	خشت	خشت|خست|خاست|خوشت	خشت
KHASHM_491E374N_S	Daylam_RE	Ḫašm	Khashm	NA	towns	49.18674	37.48626	خشم	خشم	خشم
KHUSHUNUBA_079W370N_S	Andalus_RE	Ḫušunubaŧ	Khushunuba|Ukhshunuba	NA	towns	-7.90515	37.06463	خشنبة	خشنبة|أخشنبة	خشنبة
KHASUF_428E166N_S	Yaman_RE	al-Ḫaṣūf	al-Khasuf	NA	towns	42.88142	16.67647	الخصوف	الخصوف	خصوف
KHULM_677E367N_S	Khurasan_RE	Ḫulm	Khulm	NA	towns	67.70299	36.74621	خلم	خلم	خلم
KHULAYS_394E221N_S	JaziratArab_RE	Ḫulayṣ	Khulays	NA	towns	39.41808	22.10557	خليص	خليص	خليص
KHANNAB_567E298N_S	Kirman_RE	Ḫannāb	Khannab	NA	towns	56.71727	29.85672	خناب	خناب	خناب
KHUNASIRA_375E357N_S	Sham_RE	al-Ḫunāṣiraŧ	al-Khunasira	NA	towns	37.50551	35.78031	الخناصرة	الخناصرة	خناصرة
KHUNAN_455E413N_S	Rihab_RE	Ḫunān	Khunan	NA	towns	45.50578	41.39027	خنان	خنان	خنان
KHUWAR_524E352N_S	Daylam_RE	al-Ḫuwār	al-Khuwar	NA	towns	52.40859	35.26209	الخوار	الخوار	خوار
KHAWASH_618E277N_S	Sind_RE	Ḫawāš	Khawash|Khawas	NA	towns	61.88374	27.79777	خواش	خواش|خواص	خواش
KHAWASH_627E314N_S	Sijistan_RE	Ḫawāš	Khawash|Khuwash|Akhwash	NA	towns	62.76028	31.49499	خواش	خواش|خواش|أخواش	خواش
KHUWAKAND_710E405N_S	Mawarannahr_RE	Ḫuwākand	Khuwakand	NA	towns	71.05784	40.55623	خواكند	خواكند	خواكند
KHUR_584E329N_S	Mafaza_RE	Ḫūr	Khur	NA	towns	58.45153	32.93881	خور	خور	خور
KHAWARISTAN_532E292N_S	Fars_RE	Ḫawaristān	Khawaristan|Sarwistan	NA	towns	53.20589	29.25713	خورستان	خورستان|سروستان	خورستان
KHAWARNAQ_443E319N_S	Iraq_RE	al-Ḫawarnaq	al-Khawarnaq	NA	towns	44.36286	31.97375	الخورنق	الخورنق	خورنق
KHUNAJ_472E373N_S	Rihab_RE	Ḫūnaǧ	Khunaj	NA	towns	47.2569	37.38856	خونج	خونج	خونج
KHUWI_449E385N_S	Rihab_RE	Ḫuwī	Khuwi|Khuwayy|Khuwit	NA	towns	44.99055	38.5865	خوي	خوي|خوي|خويت	خوي
KHAYBAR_392E257N_S	JaziratArab_RE	Ḫaybar	Khaybar	NA	towns	39.26821	25.78667	خيبر	خيبر	خيبر
KHAYSAR_625E342N_S	Khurasan_RE	Ḫaysār	Khaysar	NA	towns	62.58466	34.27292	خيسار	خيسار	خيسار
KHAYWAN_440E162N_S	Yaman_RE	Ḫaywān	Khaywan	NA	towns	44.06424	16.29079	خيوان	خيوان	خيوان
KHIWAH_603E413N_S	Mawarannahr_RE	Ḫīwah	Khiwah	NA	towns	60.33577	41.38465	خيوه	خيوه	خيوه
DAKHARRAQAN_459E377N_S	Rihab_RE	Dāḫarraqān	Dakharraqan|Kharraqan	NA	towns	45.98591	37.72041	داخرقان	داخرقان|خرقان	داخرقان
DARA_409E371N_S	Aqur_RE	Dārā	Dara	NA	towns	40.94689	37.18527	دارا	دارا	دارا
DARZANKA_676E378N_S	Mawarannahr_RE	Dārzankā	Darzanka|Darzanji	NA	towns	67.63175	37.84131	دارزنكا	دارزنكا|دارزنجي	دارزنكا
DALIYA_407E347N_S	Aqur_RE	al-Dāliyaŧ	al-Daliya	NA	towns	40.74111	34.71355	الدالية	الدالية	دالية
DANIYA_001E388N_S	Andalus_RE	Dāniyaŧ	Daniya|Dénia	Dénia	towns	0.105056	38.838799	دانية	دانية	دانية
DABA_562E255N_S	JaziratArab_RE	Dabā	Daba	NA	towns	56.22657	25.59071	دبا	دبا	دبا
DABUSIYA_660E399N_S	Mawarannahr_RE	Dabūsiyaŧ	Dabusiya	NA	towns	66.0174	39.93282	دبوسية	دبوسية	دبوسية
DIJWA_311E303N_S	Misr_RE	Diǧwaŧ	Dijwa	NA	towns	31.1062	30.37013	دجوة	دجوة	دجوة
DARBANA_574E290N_S	Kirman_RE	al-Darbāná	al-Darbana|al-Darfana|Shib=Darfarid	NA	towns	57.48653	29.06085	الدربانى	الدربانى|الدرفانى|شعب=درفارد	دربانى
DARJIN_581E292N_S	Kirman_RE	Darǧīn	Darjin	NA	towns	58.17433	29.20052	درجين	درجين	درجين
DARGHAN_621E404N_S	Mawarannahr_RE	Darġān	Darghan	NA	towns	62.17614	40.44741	درغان	درغان	درغان
DARGHASH_653E326N_S	Sijistan_RE	Darġaš	Darghash	NA	towns	65.3875	32.61829	درغش	درغش	درغش
DARIZ_515E296N_S	Fars_RE	Darīz	Dariz	NA	towns	51.54129	29.66188	دريز	دريز	دريز
DIZ_484E323N_S	Khuzistan_RE	al-Diz	al-Diz|Dizful	NA	towns	48.42219	32.38975	الدز	الدز|دزفول	دز
DIZAK_622E273N_S	Sind_RE	Dizak	Dizak	NA	towns	62.26752	27.36457	دزك	دزك	دزك
DIZAH_634E354N_S	Khurasan_RE	Dizah	Dizah	NA	towns	63.44735	35.42618	دزه	دزه	دزه
DASKARA_449E339N_S	Iraq_RE	Daskaraŧ	Daskara|Daskara=al-Malik	NA	towns	44.9231	33.94151	دسكرة	دسكرة|دسكرة=الملك	دسكرة
DASHTBARIN_512E292N_S	Fars_RE	Dašt=Bārīn	Dasht=Barin	NA	towns	51.26816	29.28011	دشت=بارين	دشت=بارين	دشت=بارين
DASHTBARIN_561E284N_S	Kirman_RE	Dašt=Barīn	Dasht=Barin	NA	towns	56.1416	28.40625	دشت=برين	دشت=برين	دشت=برين
DASHTALI_611E255N_S	Sind_RE	Dašt=ʿAlī	Dasht=Ali	NA	towns	61.15124	25.58676	دشت=علي	دشت=علي	دشت=علي
DAQAHLA_316E312N_S	Misr_RE	Daqahlaŧ	Daqahla	NA	towns	31.66289	31.28355	دقهلة	دقهلة	دقهلة
DALAS_311E292N_S	Misr_RE	Dalāṣ	Dalas|Dilas	NA	towns	31.16142	29.21524	دلاص	دلاص	دلاص
DULUK_371E371N_S	Aqur_RE	Dulūk	Duluk	NA	towns	37.17675	37.17638	دلوك	دلوك	دلوك
DAMTH_447E141N_S	Yaman_RE	Damṯ	Damth	NA	towns	44.74355	14.16433	دمث	دمث	دمث
DAMSIS_312E308N_S	Misr_RE	Damsīs	Damsis	NA	towns	31.22403	30.82041	دمسيس	دمسيس	دمسيس
DIMIMMA_437E333N_S	Iraq_RE	Dimimmā	Dimimma	NA	towns	43.78276	33.33483	دمما	دمما	دمما
DAMANNASH_154E381N_S	Siqiliyya_RE	Damannaš	Damannash	NA	towns	15.40177	38.15878	دمنش	دمنش	دمنش
DAMANHUR_304E310N_S	Misr_RE	Damanhūr	Damanhur	NA	towns	30.45872	31.03855	دمنهور	دمنهور	دمنهور
DIMYAT_317E314N_S	Misr_RE	Dimyāṭ	Dimyat	NA	towns	31.79125	31.43739	دمياط	دمياط	دمياط
DAMIRA_313E311N_S	Misr_RE	Damīraŧ	Damira|Dumayra	NA	towns	31.3504	31.1414	دميرة	دميرة	دميرة
DANDANAQAN_616E372N_S	Khurasan_RE	Dandānaqān	Dandanaqan	NA	towns	61.65152	37.27393	دندانقان	دندانقان	دندانقان
DUNQALA_307E180N_S	Misr_RE	Dunqalaŧ	Dunqala|Dunqula|Dumqula	NA	towns	30.73756	18.04347	دنقلة	دنقلة|دمقلة	دنقلة
DIHUSHTURAN_557E303N_S	Fars_RE	Dih=Ušturān	Dih=Ushturan|Qarya=al-Jimal	NA	towns	55.70689	30.31412	ده=أشتران	ده=أشتران|قرية=الجمال	ده=اشتران
DUR_438E344N_S	Iraq_RE	al-Dūr	al-Dur	NA	towns	43.80541	34.46814	الدور	الدور	دور
DUFANA_066E354N_S	Maghrib_RE	Dūfānaŧ	Dufana	NA	towns	6.62915	35.49564	دوفانة	دوفانة	دوفانة
DAYYAY_307E310N_S	Misr_RE	Dayyāy	Dayyay	NA	towns	30.70519	31.01916	دياي	دياي	دياي
DAYBUL_676E244N_S	Sind_RE	al-Daybul	al-Daybul	NA	towns	67.69101	24.43756	الديبل	الديبل	ديبل
DAYRAQUL_449E329N_S	Iraq_RE	Dayr=al-ʿĀqūl	Dayr=al-Aqul	NA	towns	44.9846	32.91181	دير=العاقول	دير=العاقول	دير=العاقول
DAYRUT_304E312N_S	Misr_RE	Dayrūṭ	Dayrut	NA	towns	30.44535	31.25059	ديروط	ديروط	ديروط
DIZAK_677E400N_S	Mawarannahr_RE	Dīzak	Dizak	NA	towns	67.79942	40.09748	ديزك	ديزك	ديزك
DHATHUMAM_293E308N_S	Barqa_RE	Ḏāt=al-Ḥumām	Dhat=al-Humam|Dhat=al-Hammam	NA	towns	29.30208	30.86496	ذات=الحمام	ذات=الحمام|ذات=الحمام	ذات=الحمام
DHIMAR_443E145N_S	Yaman_RE	Ḏimār	Dhimar	NA	towns	44.3972	14.56364	ذمار	ذمار	ذمار
RADHAKAN_589E368N_S	Khurasan_RE	Rāḏakān	Radhakan|Rayakan	NA	towns	58.96653	36.81951	راذكان	راذكان|رايكان	راذكان
RASAYN_400E368N_S	Aqur_RE	Raʾs=al-ʿAyn	Ras=al-Ayn	NA	towns	40.06404	36.83758	رأس=العين	رأس=العين	راس=العين
RASKISHM_562E269N_S	Fars_RE	Raʾs=Kišm	Ras=Kishm	NA	towns	56.28286	26.96505	رأس=كشم	رأس=كشم	راس=كشم
RASK_612E267N_S	Sind_RE	Rāsk	Rask	NA	towns	61.22272	26.70943	راسك	راسك	راسك
RAMASHAHRISTAN_612E303N_S	Sijistan_RE	Rāmašahristān	Ramashahristan	NA	towns	61.2099	30.32501	رامشهرستان	رامشهرستان	رامشهرستان
RAMAN_486E342N_S	Jibal_RE	Rāman	Raman	NA	towns	48.65585	34.25819	رامن	رامن	رامن
RAIN_574E296N_S	Kirman_RE	Rāʾin	Rain|Rayin	NA	towns	57.49859	29.61311	رائن	رائن|راين	رائن
RABINJAN_663E398N_S	Mawarannahr_RE	Rabinǧan	Rabinjan|Arbinjan	NA	towns	66.37226	39.86785	ربنجن	ربنجن|أربنجن	ربنجن
RIHA_354E318N_S	Sham_RE	Riḥā	Riha|Ariha	NA	towns	35.43774	31.86043	رحا	رحا|أريحا	رحا
RAHBAMALIKIBNTAWQ_404E349N_S	Aqur_RE	Raḥbaŧ=Malik=Ibn=Ṭawq	Rahba=Malik=Ibn=Tawq	NA	towns	40.45784	34.98817	رحبة=ملك=إبن=طوق	رحبة=ملك=إبن=طوق	رحبة=ملك=ابن=طوق
RADA_448E144N_S	Yaman_RE	Radāʿ	Rada	NA	towns	44.84407	14.42679	رداع	رداع	رداع
RUDHRAWAR_483E346N_S	Jibal_RE	Ruḏrāwar	Rudhrawar	NA	towns	48.39263	34.62225	رذراور	رذراور	رذراور
RUSTAQ_551E284N_S	Fars_RE	Rustāq	Rustaq	NA	towns	55.10037	28.4795	رستاق	رستاق	رستاق
RUSTAQBIK_699E371N_S	Mawarannahr_RE	Rustāq=Bīk	Rustaq=Bik	NA	towns	69.91617	37.11046	رستاق=بيك	رستاق=بيك	رستاق=بيك
RUSTAKUHAN_664E265N_S	Sind_RE	Rustākuhan	Rustakuhan	NA	towns	66.40105	26.57497	رستاكهن	رستاكهن	رستاكهن
RASTAN_367E349N_S	Sham_RE	Rastān	Rastan	NA	towns	36.75337	34.9335	رستان	رستان	رستان
