URI	REG_MESO	TR	SEARCH	EN	TYPE	LAT	LON	AR	AR_Alt	AR_Sort
AWISH_313E310N_S	Misr_RE	Awīš	Awish	NA	towns	31.30514	31.00708	أويش	أويش	اويش
IYJ_542E289N_S	Fars_RE	Iyǧ	Iyj|Iyk	NA	towns	54.24655	28.98623	إيج	إيج|إيك	ايج
IDHAJ_498E318N_S	Khuzistan_RE	Īḏaǧ	Idhaj	NA	towns	49.87086	31.85548	إيذج	إيذج	ايذج
AYLAN_076W314N_S	Maghrib_RE	Aylān	Aylan|Aghmat=Ayla|Aghmat=Wayla	NA	towns	-7.6971	31.49952	أيلان	أيلان|أغمات=أيلا|أغمات=ويلا	ايلان
AYLA_349E295N_S	Sham_RE	Aylaŧ	Ayla|Wayla	NA	towns	34.94527	29.57226	أيلة	أيلة|ويلة	ايلة
AYWANA_442E338N_S	Iraq_RE	Aywānaŧ	Aywana|Awana|Uwana	NA	towns	44.26367	33.81321	أيوانة	أيوانة|أوانة|أوانة	ايوانة
BAB_711E408N_S	Mawarannahr_RE	Bāb	Bab	NA	towns	71.16439	40.88072	باب	باب	باب
BABABWAB_483E420N_S	Rihab_RE	Bāb=al-Abwāb	Bab=al-Abwab	NA	towns	48.30854	42.04308	باب=الأبواب	باب=الأبواب|دربند	باب=الابواب
BABIL_444E325N_S	Iraq_RE	Bābil	Babil	NA	towns	44.42281	32.57211	بابل	بابل	بابل
BAJA_078W380N_S	Andalus_RE	Bāǧaŧ	Baja	NA	towns	-7.80444	38.00689	باجة	باجة	باجة
BAJA_092E366N_S	Maghrib_RE	Bāǧaŧ	Baja	NA	towns	9.20563	36.67738	باجة	باجة	باجة
BAJARWAN_389E361N_S	Aqur_RE	Bāǧarwān	Bajarwan	NA	towns	38.98556	36.13571	باجروان	باجروان	باجروان
BAJISRA_446E337N_S	Iraq_RE	Bāǧisrá	Bajisra	NA	towns	44.63801	33.73126	باجسرى	باجسرى	باجسرى
BAKHTA_561E291N_S	Kirman_RE	Bāḫtaŧ	Bakhta|Najt	NA	towns	56.16823	29.12939	باختة	باختة|ناجت	باختة
BADARAYA_459E330N_S	Iraq_RE	Bādarāyā	Badaraya	NA	towns	45.93688	33.09968	بادرايا	بادرايا	بادرايا
BADIS_066E347N_S	Maghrib_RE	Bādis	Badis	NA	towns	6.65773	34.76281	بادس	بادس	بادس
BADURAYA_442E333N_S	Iraq_RE	Bādūrayā	Baduraya	NA	towns	44.21572	33.37712	بادوريا	بادوريا	بادوريا
BADHIBIN_465E321N_S	Iraq_RE	Bāḏibīn	Badhibin	NA	towns	46.59233	32.17087	باذبين	باذبين	باذبين
BAZIR_498E316N_S	Khuzistan_RE	Bāzīr	Bazir|Bazank	NA	towns	49.89265	31.6409	بازير	بازير|بازنك	بازير
BAS_578E270N_S	Kirman_RE	Bās	Bas	NA	towns	57.81535	27.01075	باس	باس	باس
BASAND_672E382N_S	Mawarannahr_RE	Bāsand	Basand	NA	towns	67.24396	38.21375	باسند	باسند	باسند
BASIYAN_487E306N_S	Khuzistan_RE	Bāsiyān	Basiyan	NA	towns	48.77033	30.65916	باسيان	باسيان	باسيان
BASHAN_623E342N_S	Khurasan_RE	Bāšān	Bashan	NA	towns	62.37698	34.28751	باشان	باشان	باشان
BADI_394E156N_S	Misr_RE	Bāḍiʿ	Badi	NA	towns	39.48117	15.63308	باضع	باضع	باضع
BAAYNATHA_424E366N_S	Aqur_RE	Bāʿaynāṯā	Baaynatha	NA	towns	42.43701	36.6609	باعيناثا	باعيناثا	باعيناثا
BAGHAY_071E355N_S	Maghrib_RE	Bāġāy	Baghay	NA	towns	7.12454	35.50598	باغاي	باغاي	باغاي
BAKUSAYA_464E329N_S	Iraq_RE	Bākusāyā	Bakusaya	NA	towns	46.46935	32.94441	باكسايا	باكسايا	باكسايا
BAKUH_498E403N_S	Rihab_RE	Bākūh	Bakuh	NA	towns	49.86422	40.379	باكوه	باكوه	باكوه
BALAYAN_694E411N_S	Mawarannahr_RE	Bālāyān	Balayan	NA	towns	69.45575	41.11173	بالايان	بالايان	بالايان
BALIS_380E360N_S	Sham_RE	Bālis	Balis	NA	towns	38.09005	36.02806	بالس	بالس	بالس
BANIYAS_356E332N_S	Sham_RE	Bāniyās	Baniyas	NA	towns	35.67787	33.2515	بانياس	بانياس	بانياس
BANYA_696E253N_S	Sind_RE	Bānyaŧ	Banya	NA	towns	69.67968	25.32721	بانية	بانية	بانية
BABNA_624E349N_S	Khurasan_RE	Babnaŧ	Babna	NA	towns	62.4787	34.94152	ببنة	ببنة	ببنة
BABIJ_307E308N_S	Misr_RE	Babīǧ	Babij	NA	towns	30.75642	30.87466	ببيج	ببيج	ببيج
BUTTAM_684E389N_S	Mawarannahr_RE	al-Buttam	al-Buttam	NA	towns	68.49336	38.95345	البتم	البتم	بتم
BATHRUN_356E342N_S	Sham_RE	Baṯrūn	Bathrun	NA	towns	35.67059	34.25903	بثرون	بثرون	بثرون
BATHANIYYA_361E327N_S	Sham_RE	al-Baṯaniyyaŧ	al-Bathaniyya	NA	towns	36.15837	32.72189	البثنية	البثنية	بثنية
BUTHIRA_142E371N_S	Siqiliyya_RE	Buṯīraŧ	Buthira	NA	towns	14.21096	37.185	بثيرة	بثيرة	بثيرة
BAJJANA_024W369N_S	Andalus_RE	Baǧǧānaŧ	Bajjana	NA	towns	-2.41826	36.95657	بجانة	بجانة	بجانة
BAJAYA_050E367N_S	Maghrib_RE	Baǧāyaŧ	Bajaya	NA	towns	5.04769	36.70199	بجاية	بجاية	بجاية
BADA_445E322N_S	Iraq_RE	Badāŧ	Bada|Buda	NA	towns	44.54578	32.25849	بداة	بداة|بداة	بداة
BADR_388E237N_S	JaziratArab_RE	Badr	Badr	NA	towns	38.80098	23.72676	بدر	بدر	بدر
BADLIS_421E383N_S	Aqur_RE	Badlīs	Badlis|Bidlis	NA	towns	42.13266	38.3955	بدليس	بدليس|بدليس	بدليس
BADHAKHKATH_701E424N_S	Mawarannahr_RE	Baḏaḫkaṯ	Badhakhkath	NA	towns	70.19287	42.45971	بذخكث	بذخكث	بذخكث
BARBUR_604E272N_S	Sind_RE	Barbūr	Barbur	NA	towns	60.41989	27.25778	بربور	بربور	بربور
BURJ_496E333N_S	Jibal_RE	al-Burǧ	al-Burj	NA	towns	49.64019	33.39951	البرج	البرج	برج
BARDAJ_475E402N_S	Rihab_RE	Bardāǧ	Bardaj|Bardij|Barzanj	NA	towns	47.56971	40.23581	برداج	برداج|برديج|برزنج	برداج
BARADAN_443E335N_S	Iraq_RE	Baradān	Baradan	NA	towns	44.36092	33.50829	بردان	بردان	بردان
BARZAND_478E389N_S	Rihab_RE	Barzand	Barzand	NA	towns	47.85286	38.96621	برزند	برزند	برزند
BARSIQ_302E310N_S	Misr_RE	Barsīq	Barsiq	NA	towns	30.29934	31.08146	برسيق	برسيق	برسيق
BARTANNA_128E377N_S	Siqiliyya_RE	Barṭannaŧ	Bartanna	NA	towns	12.88988	37.7083	برطنة	برطنة	برطنة
BARTINIQ_131E380N_S	Siqiliyya_RE	Barṭinīq	Bartiniq	NA	towns	13.11223	38.03112	برطنيق	برطنيق	برطنيق
BARQAID_420E369N_S	Aqur_RE	Barqaʿīd	Barqaid	NA	towns	42.07551	36.95274	برقعيد	برقعيد	برقعيد
BARKARI_437E389N_S	Rihab_RE	Barkarī	Barkari|Barkawi	NA	towns	43.75682	38.98412	بركري	بركري|بركوي	بركري
BARKUSH_695E415N_S	Mawarannahr_RE	Barkūš	Barkush	NA	towns	69.53615	41.5108	بركوش	بركوش	بركوش
BURULLUS_309E315N_S	Misr_RE	Burullus	Burullus|Barullus	NA	towns	30.99606	31.58612	برلس	برلس|برلس	برلس
BARNIQ_200E321N_S	Barqa_RE	Barnīq	Barniq	NA	towns	20.08482	32.11419	برنيق	برنيق	برنيق
BARWAN_485E375N_S	Daylam_RE	Barwān	Barwan	NA	towns	48.55981	37.57057	بروان	بروان	بروان
BARWAN_692E351N_S	Khurasan_RE	Barwān	Barwan|Farwan	NA	towns	69.25887	35.17084	بروان	بروان|فروان	بروان
BAZDA_654E390N_S	Mawarannahr_RE	Bazdaŧ	Bazda	NA	towns	65.44949	39.03468	بزدة	بزدة	بزدة
BISTAMA_307E306N_S	Misr_RE	Bistāmaŧ	Bistama	NA	towns	30.78887	30.62076	بستامة	بستامة	بستامة
BISTAM_550E364N_S	Daylam_RE	Bisṭām	Bistam	NA	towns	55.07205	36.45952	بسطام	بسطام	بسطام
BISKATH_694E408N_S	Mawarannahr_RE	Biskaṯ	Biskath	NA	towns	69.42766	40.89646	بسكث	بسكث	بسكث
BISKARA_057E348N_S	Maghrib_RE	Biskaraŧ	Biskara	NA	towns	5.72622	34.84755	بسكرة	بسكرة	بسكرة
BASMAD_708E291N_S	Sind_RE	Basmad	Basmad	NA	towns	70.8735	29.12094	بسمد	بسمد	بسمد
BASH_071W388N_S	Andalus_RE	al-Baš	al-Bash|Albas	NA	towns	-7.1741	38.87561	البش	البش|ألبس	بش
BISHSHARA_088E338N_S	Maghrib_RE	Biššará	Bishshara|Bishri	NA	towns	8.81609	33.8038	بشرى	بشرى|بشري	بشرى
BISHLANK_648E326N_S	Sijistan_RE	Bišlank	Bishlank	NA	towns	64.81783	32.6817	بشلنك	بشلنك	بشلنك
BASRA_058W348N_S	Maghrib_RE	Baṣraŧ	Basra	NA	towns	-5.88806	34.82887	بصرة	بصرة	بصرة
BUSRA_364E325N_S	Sham_RE	Buṣrá	Busra	NA	towns	36.43071	32.51503	بصرى	بصرى	بصرى
BASINNA_483E319N_S	Khuzistan_RE	Baṣinnā	Basinna	NA	towns	48.30405	31.99567	بصنا	بصنا	بصنا
BATHA_006E357N_S	Maghrib_RE	al-Baṭḥaŧ	al-Batha	NA	towns	0.60289	35.78297	البطحة	البطحة	بطحة
BATARLIYYA_141E378N_S	Siqiliyya_RE	Baṭarliyyaŧ	Batarliyya	NA	towns	14.13046	37.81415	بطرلية	بطرلية	بطرلية
BATARNWA_149E375N_S	Siqiliyya_RE	Baṭarnwaŧ	Batarnwa|Batarnw	NA	towns	14.91436	37.57624	بطرنوة	بطرنوة|بطرنو	بطرنوة
BATALYUS_069W388N_S	Andalus_RE	Baṭalyūs	Batalyus|Batalyuth	NA	towns	-6.99606	38.835	بطليوس	بطليوس|بطليوث	بطليوس
BAQUBA_446E337N_S	Iraq_RE	Baʿqūbā	Baquba|Baquba	NA	towns	44.65666	33.76006	بعقوبا	بعقوبا|باقوبة	بعقوبا
BALABAKK_361E340N_S	Sham_RE	Baʿlabakk	Balabakk	NA	towns	36.19213	34.01251	بعلبك	بعلبك	بعلبك
BAGHSHUR_625E356N_S	Khurasan_RE	Baġšūr	Baghshur	NA	towns	62.54722	35.60846	بغشور	بغشور	بغشور
BAGHLAN_687E362N_S	Khurasan_RE	Baġlān	Baghlan	NA	towns	68.77093	36.2356	بغلان	بغلان	بغلان
BAGHNIN_650E327N_S	Sijistan_RE	Baġnīn	Baghnin	NA	towns	65.00452	32.71541	بغنين	بغنين	بغنين
BAQQARA_331E310N_S	Misr_RE	al-Baqqāraŧ	al-Baqqara	NA	towns	33.12566	31.02385	البقارة	البقارة	بقارة
BIQA_359E338N_S	Sham_RE	al-Biqāʿ	al-Biqa	NA	towns	35.92143	33.83512	البقاع	البقاع	بقاع
BAKRABADH_658E315N_S	Sijistan_RE	Bakrābāḏ	Bakrabadh|Bakrawadh	NA	towns	65.86183	31.59434	بكراباذ	بكراباذ|بكراواذ	بكراباذ
BALJA_130E376N_S	Siqiliyya_RE	Balǧaŧ	Balja	NA	towns	13.02806	37.67797	بلجة	بلجة	بلجة
BALAD_427E364N_S	Aqur_RE	Balad	Balad	NA	towns	42.758	36.47417	بلد	بلد	بلد
BALADGHUMAR_047W351N_S	Maghrib_RE	Balad=Ġumār	Balad=Ghumar	NA	towns	-4.70461	35.19603	بلد=غمار	بلد=غمار	بلد=غمار
BILIZMA_061E356N_S	Maghrib_RE	Bilizmaŧ	Bilizma	NA	towns	6.1401	35.63685	بلزمة	بلزمة	بلزمة
BULGHAR_492E548N_S	Khazar_RE	Bulġār	Bulghar	NA	towns	49.25044	54.86714	بلغار	بلغار	بلغار
BALANJAR_464E432N_S	Khazar_RE	Balanǧar	Balanjar	NA	towns	46.42082	43.28166	بلنجر	بلنجر	بلنجر
BALANSIYYA_004W394N_S	Andalus_RE	Balansiyyaŧ	Balansiyya	NA	towns	-0.41486	39.43516	بلنسية	بلنسية	بلنسية
BULUNYAS_359E351N_S	Sham_RE	Bulunyās	Bulunyas	NA	towns	35.97212	35.18256	بلنياس	بلنياس	بلنياس
BALHIB_304E312N_S	Misr_RE	Balhīb	Balhib	NA	towns	30.46299	31.28513	بلهيب	بلهيب	بلهيب
BULYANA_319E262N_S	Misr_RE	Bulyanā	Bulyana	NA	towns	31.9959	26.21922	بلينا	بلينا	بلينا
BANAKATH_688E407N_S	Mawarannahr_RE	Banākaṯ	Banakath	NA	towns	68.80969	40.71867	بناكث	بناكث	بناكث
BANJAHIR_698E355N_S	Khurasan_RE	Banǧahīr	Banjahir|Banjar	NA	towns	69.81804	35.51814	بنجهير	بنجهير|بنجر	بنجهير
BANJAWAY_654E315N_S	Sijistan_RE	Banǧawāy	Banjaway	NA	towns	65.43237	31.51036	بنجواي	بنجواي	بنجواي
BANKHASH_700E409N_S	Mawarannahr_RE	Banḫāš	Bankhash|Banjkhash	NA	towns	70.00883	40.99377	بنخاش	بنخاش|بنجخاش	بنخاش
BAND_620E260N_S	Sind_RE	Band	Band|Bidh	NA	towns	62.05375	26.0929	بند	بند|بيذ	بند
BUNDARIYYA_309E307N_S	Misr_RE	al-Bundāriyyaŧ	al-Bundariyya	NA	towns	30.92804	30.72039	البندارية	البندارية	بندارية
BANDANIJAN_454E337N_S	Iraq_RE	Bandanīǧān	Bandanijan|Bandanijin	NA	towns	45.48927	33.71797	بندنيجان	بندنيجان|بندنيجين	بندنيجان
BANZART_098E372N_S	Maghrib_RE	Banzart	Banzart	NA	towns	9.8217	37.2407	بنزرت	بنزرت	بنزرت
BANTIYUS_056E346N_S	Maghrib_RE	Banṭiyūs	Bantiyus	NA	towns	5.60554	34.67928	بنطيوس	بنطيوس	بنطيوس
BANHAASAL_311E304N_S	Misr_RE	Banhā=al-ʿAsal	Banha=al-Asal	NA	towns	31.16142	30.43641	بنها=العسل	بنها=العسل	بنها=العسل
BIH_613E262N_S	Sind_RE	Bih	Bih	NA	towns	61.33378	26.22927	به	به	به
BAHAR_563E298N_S	Kirman_RE	Bahār	Bahar	NA	towns	56.35225	29.8855	بهار	بهار	بهار
BAHAWADH_559E318N_S	Kirman_RE	Bahāwaḏ	Bahawadh	NA	towns	55.96459	31.83238	بهاوذ	بهاوذ	بهاوذ
BAHRAJ_606E272N_S	Sind_RE	al-Bahraǧ	al-Bahraj|al-Fahraj|Fahlfahraj	NA	towns	60.66186	27.28057	البهرج	البهرج|الفهرج|فهلفهرج	بهرج
BAWWAN_536E304N_S	Fars_RE	Bawwān	Bawwan	NA	towns	53.6192	30.46456	بوان	بوان	بوان
BUTIJ_312E271N_S	Misr_RE	Būtīǧ	Butij	NA	towns	31.22681	27.10901	بوتيج	بوتيج	بوتيج
BURQAD_138E379N_S	Siqiliyya_RE	Būrqād	Burqad	NA	towns	13.87795	37.97731	بورقاد	بورقاد	بورقاد
BURNAMADH_681E399N_S	Mawarannahr_RE	Būrnamaḏ	Burnamadh|Furnamadh	NA	towns	68.12909	39.95059	بورنمذ	بورنمذ|فورنمذ	بورنمذ
BUZJAN_606E351N_S	Khurasan_RE	al-Būzǧān	al-Buzjan|Buzkan	NA	towns	60.61524	35.17917	البوزجان	البوزجان|بوزكان	بوزجان
BUZMAJAN_673E397N_S	Mawarannahr_RE	Būzmāǧan	Buzmajan	NA	towns	67.32394	39.74445	بوزماجن	بوزماجن	بوزماجن
BUSTA_497E351N_S	Jibal_RE	Būstaŧ	Busta	NA	towns	49.74164	35.13286	بوستة	بوستة	بوستة
BUSIR_311E292N_S	Misr_RE	Būṣīr	Busir|Busir=al-Fayyum|Abusir|Busir=Quridus|Busir=al-Ashmunayn	NA	towns	31.10677	29.27633	بوصير	بوصير|بوصير=الفيوم|أبوصير|بوصير=قوريدس|بوصير=الأشمونين	بوصير
BUNA_077E368N_S	Maghrib_RE	Būnaŧ	Buna	NA	towns	7.74061	36.88509	بونة	بونة	بونة
BUNJIKATH_676E394N_S	Mawarannahr_RE	Būnǧikaṯ	Bunjikath	NA	towns	67.65863	39.46899	بونجكث	بونجكث	بونجكث
BUWAHRIZ_446E337N_S	Iraq_RE	Buwahriz	Buwahriz	NA	towns	44.64201	33.70578	بوهرز	بوهرز	بوهرز
BIYAR_558E360N_S	Daylam_RE	Biyār	Biyar	NA	towns	55.86992	36.05824	بيار	بيار	بيار
BAYYAS_362E367N_S	Sham_RE	Bayyās	Bayyas	NA	towns	36.23856	36.75139	بياس	بياس	بياس
BAYYASA_034W379N_S	Andalus_RE	Bayyāsaŧ	Bayyasa	NA	towns	-3.45773	37.9998	بياسة	بياسة	بياسة
BAYAN_480E304N_S	Iraq_RE	Bayān	Bayan	NA	towns	48.03005	30.46468	بيان	بيان	بيان
BAYTMAQDIS_352E317N_S	Sham_RE	Bayt=al-Maqdis	Bayt=al-Maqdis|al-Quds|Iliya	NA	towns	35.20345	31.77768	بيت=المقدس	بيت=المقدس|القدس|إيليا	بيت=المقدس
BAYTJIBRIL_348E316N_S	Sham_RE	Bayt=Ǧibrīl	Bayt=Jibril|Bayt=Jibrin	NA	towns	34.88059	31.60564	بيت=جبريل	بيت=جبريل|بيت=جبرين	بيت=جبريل
BAYRUT_355E339N_S	Sham_RE	Bayrūt	Bayrut	NA	towns	35.5091	33.90162	بيروت	بيروت	بيروت
BAYRUT_479E320N_S	Khuzistan_RE	Bayrūt	Bayrut	NA	towns	47.90375	32.06082	بيروت	بيروت	بيروت
BAYRIS_305E245N_S	Misr_RE	Bayrīs	Bayris	NA	towns	30.50461	24.59152	بيريس	بيريس	بيريس
BIZA_078W390N_S	Andalus_RE	Bīzaŧ	Biza	NA	towns	-7.87188	39.02806	بيزة	بيزة	بيزة
BAYSAN_354E325N_S	Sham_RE	Baysān	Baysan	NA	towns	35.49256	32.5	بيسان	بيسان	بيسان
BAYSH_425E173N_S	Yaman_RE	Bayš	Baysh	NA	towns	42.53617	17.37689	بيش	بيش	بيش
BAYDA_005E418N_S	Andalus_RE	al-Bayḍāʾ	al-Bayda	NA	towns	0.57785	41.83632	البيضاء	البيضاء	بيضاء
BAYDA_523E300N_S	Fars_RE	al-Bayḍāʾ	al-Bayda|Nasa	NA	towns	52.36712	30.03958	البيضاء	البيضاء|نسا	بيضاء
BAYGHU_042W374N_S	Andalus_RE	Bayġū	Bayghu	NA	towns	-4.20406	37.45788	بيغو	بيغو	بيغو
BAYKAND_640E395N_S	Mawarannahr_RE	Baykand	Baykand	NA	towns	64.07172	39.55752	بيكند	بيكند	بيكند
BAYLAQAN_474E398N_S	Rihab_RE	al-Baylaqān	al-Baylaqan	NA	towns	47.46081	39.86701	البيلقان	البيلقان	بيلقان
BIMAND_555E296N_S	Kirman_RE	Bīmand	Bimand	NA	towns	55.59756	29.66254	بيمند	بيمند	بيمند
TABARIDA_033W343N_S	Maghrib_RE	Tābarīdā	Tabarida	NA	towns	-3.30734	34.32074	تابريدا	تابريدا	تابريدا
TARIM_558E281N_S	Fars_RE	Tārim	Tarim|Tarum	NA	towns	55.80841	28.18163	تارم	تارم|تارم	تارم
TAMADFUS_032E367N_S	Maghrib_RE	Tāmadfūs	Tamadfus	NA	towns	3.28946	36.73508	تامدفوس	تامدفوس	تامدفوس
TABRIZ_463E380N_S	Rihab_RE	Tabrīz	Tabriz	NA	towns	46.33121	38.06387	تبريز	تبريز	تبريز
TABASSA_081E353N_S	Maghrib_RE	Tabassā	Tabassa	NA	towns	8.13227	35.37489	تبسا	تبسا	تبسا
TABUK_365E283N_S	BadiyatArab_RE	Tabūk	Tabuk	NA	towns	36.5062	28.37114	تبوك	تبوك	تبوك
TAJANNA_013E363N_S	Maghrib_RE	Taǧannaŧ	Tajanna	NA	towns	1.35022	36.34557	تجنة	تجنة	تجنة
TADMUR_382E345N_S	Sham_RE	Tadmur	Tadmur	NA	towns	38.28754	34.54735	تدمر	تدمر	تدمر
TARAJILA_059W394N_S	Andalus_RE	Taraǧīlaŧ	Tarajila	NA	towns	-5.93861	39.48654	ترجيلة	ترجيلة	ترجيلة
TIRMIDH_673E372N_S	Mawarannahr_RE	Tirmiḏ	Tirmidh|Termez	NA	towns	67.32394	37.27697	ترمذ	الترميذ|ترمذ	ترميذ
TUSHUMMUS_059W350N_S	Maghrib_RE	Tušummus	Tushummus	NA	towns	-5.95157	35.07007	تشمس	تشمس	تشمس
TUTILA_016W420N_S	Andalus_RE	Tuṭīlaŧ	Tutila	NA	towns	-1.62697	42.04634	تطيلة	تطيلة	تطيلة
TIFLIS_448E420N_S	Rihab_RE	Tiflīs	Tiflis	NA	towns	44.83734	42.0841	تفليس	تفليس	تفليس
TAQYUS_082E340N_S	Maghrib_RE	Taqyūs	Taqyus	NA	towns	8.26247	34.00718	تقيوس	تقيوس	تقيوس
TAKRIT_436E345N_S	Iraq_RE	Takrīt	Takrit	NA	towns	43.69617	34.59215	تكريت	تكريت	تكريت
TALLAFAR_424E363N_S	Aqur_RE	Tall=Aʿfar	Tall=Afar	NA	towns	42.49401	36.36312	تل=أعفر	تل=أعفر	تل=اعفر
TALLHUM_397E381N_S	Aqur_RE	Tall=Ḥūm	Tall=Hum	NA	towns	39.75447	38.19784	تل=حوم	تل=حوم	تل=حوم
TALLFAFAN_417E377N_S	Aqur_RE	Tall=Fāfān	Tall=Fafan|Ayn=Tall=Fafan	NA	towns	41.78238	37.72559	تل=فافان	تل=فافان|عين=تل=فافان	تل=فافان
TALLMAHRA_391E366N_S	Aqur_RE	Tall=Maḥrá	Tall=Mahra|Tall=Bahra	NA	towns	39.13855	36.61998	تل=محرى	تل=محرى|تل=بحرى	تل=محرى
TALLMAWZAN_397E372N_S	Aqur_RE	Tall=Mawzan	Tall=Mawzan	NA	towns	39.7655	37.22748	تل=موزن	تل=موزن	تل=موزن
TILIMSAN_013W348N_S	Maghrib_RE	Tilimsān	Tilimsan	NA	towns	-1.32364	34.88186	تلمسان	تلمسان	تلمسان
TAMTAJ_705E425N_S	Mawarannahr_RE	Tamtāǧ	Tamtaj	NA	towns	70.50767	42.56503	تمتاج	تمتاج	تمتاج
TAMLIYAT_695E382N_S	Mawarannahr_RE	Tamliyāt	Tamliyat	NA	towns	69.53106	38.25651	تمليات	تمليات	تمليات
TANA_315E310N_S	Misr_RE	Tanā	Tana	NA	towns	31.54194	31.04233	تنا	تنا	تنا
TUNANIR_408E363N_S	Aqur_RE	Tunānīr	Tunanir|Tunaynir	NA	towns	40.87703	36.38969	تنانير	تنانير|تنينير	تنانير
TANJA_058W357N_S	Maghrib_RE	Tanǧaŧ	Tanja	NA	towns	-5.84572	35.77868	تنجة	تنجة	تنجة
TANDA_307E277N_S	Misr_RE	Tandaŧ	Tanda	NA	towns	30.7011	27.76484	تندة	تندة	تندة
TANDALI_071W317N_S	Maghrib_RE	Tandalī	Tandali	NA	towns	-7.17841	31.78429	تندلي	تندلي	تندلي
TANAS_013E364N_S	Maghrib_RE	Tanas	Tanas	NA	towns	1.37563	36.49038	تنس	تنس	تنس
TINNIS_322E312N_S	Misr_RE	Tinnīs	Tinnis	NA	towns	32.22755	31.21262	تنيس	تنيس	تنيس
TAHUDHA_058E347N_S	Maghrib_RE	Tahūḏā	Tahudha	NA	towns	5.82783	34.79932	تهوذا	تهوذا	تهوذا
TAWWAZ_510E294N_S	Fars_RE	Tawwaz	Tawwaz|Tawwaj=!	NA	towns	51.03513	29.44172	توز	توز|توج=!	توز
TAWWAZ_511E294N_S	Fars_RE	Tawwaz	Tawwaz|Tawwaj=!	NA	towns	51.17294	29.42208	توز	توز|توج=!	توز
TAWZIR_081E339N_S	Maghrib_RE	Tawzir	Tawzir	NA	towns	8.15027	33.93695	توزر	توزر	توزر
TUSHTAN_578E294N_S	Kirman_RE	Tūštān	Tushtan	NA	towns	57.80931	29.4241	توشتان	توشتان	توشتان
TUN_581E339N_S	Khurasan_RE	Tūn	Tun	NA	towns	58.11679	33.92591	تون	تون	تون
TUNA_320E311N_S	Misr_RE	Tūnaŧ	Tuna	NA	towns	32.0824	31.16442	تونة	تونة	تونة
TUNIS_101E367N_S	Maghrib_RE	Tūnis	Tunis	NA	towns	10.17736	36.77071	تونس	تونس	تونس
TUAM_557E241N_S	JaziratArab_RE	Tuʾām	Tuam	NA	towns	55.77403	24.19401	تؤام	تؤام	تؤام
TIJIS_068E360N_S	Maghrib_RE	Tīǧis	Tijis	NA	towns	6.8345	36.0868	تيجس	تيجس	تيجس
TIZ_606E253N_S	Sind_RE	al-Tīz	al-Tiz	NA	towns	60.63196	25.38207	التيز	التيز	تيز
TIZA_040W342N_S	Maghrib_RE	Tīzā	Tiza|Taza	NA	towns	-4.02927	34.22102	تيزا	تيزا|تازة	تيزا
TIZIN_367E362N_S	Sham_RE	Tīzīn	Tizin|Tuzin	NA	towns	36.70483	36.23776	تيزين	تيزين|توزين	تيزين
TAYMA_385E275N_S	BadiyatArab_RE	Taymāʾ	Tayma	NA	towns	38.52	27.58081	تيماء	تيماء	تيماء
THIRMA_137E379N_S	Siqiliyya_RE	Ṯirmaŧ	Thirma	NA	towns	13.70463	37.97037	ثرمة	ثرمة	ثرمة
THAMANIN_426E373N_S	Aqur_RE	Ṯamānīn	Thamanin	NA	towns	42.64158	37.31295	ثمانين	ثمانين	ثمانين
THURABDIN_408E374N_S	Aqur_RE	Ṯūr=ʿAbdīn	Thur=Abdin	NA	towns	40.86321	37.40165	ثور=عبدين	ثور=عبدين	ثور=عبدين
JAR_385E238N_S	JaziratArab_RE	al-Ǧār	al-Jar	NA	towns	38.50713	23.8182	الجار	الجار	جار
JARAS_141E378N_S	Siqiliyya_RE	Ǧārās	Jaras	NA	towns	14.1894	37.85376	جاراس	جاراس	جاراس
JARBAYA_696E353N_S	Khurasan_RE	Ǧārbāyaŧ	Jarbaya	NA	towns	69.62448	35.39907	جارباية	جارباية	جارباية
JAZAN_425E168N_S	Yaman_RE	Ǧāzān	Jazan	NA	towns	42.55043	16.89564	جازان	جازان	جازان
JALQ_626E276N_S	Sind_RE	Ǧālq	Jalq|Jalk	NA	towns	62.64811	27.64173	جالق	جالق|جالك	جالق
JAMIAN_444E324N_S	Iraq_RE	al-Ǧāmiʿān	al-Jamian|al-Jamiayn	NA	towns	44.43704	32.48152	الجامعان	الجامعان|الجامعين	جامعان
JAHZANDAYA_541E288N_S	Fars_RE	Ǧāh=Zandāyaŧ	Jah=Zandaya	NA	towns	54.18928	28.85635	جاه=زنداية	جاه=زنداية	جاه=زنداية
JAYZAN_498E308N_S	Khuzistan_RE	al-Ǧāyzan	al-Jayzan	NA	towns	49.83759	30.88498	الجايزن	الجايزن	جايزن
JAYIMAND_598E350N_S	Khurasan_RE	Ǧāyimand	Jayimand	NA	towns	59.84669	35.04974	جايمند	جايمند	جايمند
JIBAL_416E362N_S	Aqur_RE	al-Ǧibāl	al-Jibal|Ayn=al-Jibal	NA	towns	41.62102	36.2374	الجبال	الجبال|عين=الجبال	جبال
JABRAWAN_456E369N_S	Rihab_RE	Ǧabrawān	Jabrawan	NA	towns	45.60275	36.96475	جبروان	جبروان	جبروان
JABGHUKATH_695E413N_S	Mawarannahr_RE	Ǧabġūkaṯ	Jabghukath	NA	towns	69.52452	41.31976	جبغوكث	جبغوكث	جبغوكث
