LEN	TAG	REGEX
02:07	@TOP@KULSHUB_721E428N_S#	[بو]*?كول ?شوب	(كول شوب)
02:07	@TOP@KUHSIM_705E411N_O#	[بو]*?كوه ?سيم	(كوه سيم)
02:07	@TOP@KHANMIM_528E293N_S#	[بو]*?خ[إأٱآا]ن ?ميم	(خان ميم)
02:07	@TOP@JULSHUB_724E428N_S#	[بو]*?جول ?شوب	(جول شوب)
02:07	@TOP@JUBBYUSUF_355E329N_S#	[بو]*?جب ?يوسف	(جب يوسف)
02:07	@TOP@JUBBHAMMAD_632E385N_S#	[بو]*?جب ?حم[إأٱآا]د	(جب حماد)
02:07	@TOP@JABALUHUD_395E246N_O#	[بو]*?جبل ?[إأٱآا]حد	(جبل احد)
02:07	@TOP@GHAMRSURKH_572E318N_S#	[بو]*?غمر ?سرخ	(غمر سرخ)
02:07	@TOP@DHATIRQ_404E216N_S#	[بو]*?ذ[إأٱآا]ت ?عرق	(ذات عرق)
02:07	@TOP@DASHTALI_611E255N_S#	[بو]*?دشت ?عل[يى]	(دشت علي)
02:07	@TOP@BAYTLAHM_351E317N_S#	[بو]*?بيت ?لحم	(بيت لحم)
02:07	@TOP@AYNSHAMS_313E301N_S#	[بو]*?عين ?شمس	(عين شمس)
02:06	@TOP@TALLMANNAS_367E356N_S#	[بو]*?تل ?منس	(تل منس)
02:06	@TOP@TALLHUM_397E381N_S#	[بو]*?تل ?حوم	(تل حوم)
02:06	@TOP@KHANRUSH_517E322N_S#	[بو]*?خ[إأٱآا]ن ?رش	(خان رش)
02:06	@TOP@DHUKHUSHUB_392E247N_S#	[بو]*?ذو ?خشب	(ذو خشب)
02:06	@TOP@DHUJURRA_446E154N_R#	[بو]*?ذو ?جر[هة]	(ذو جرة)
02:06	@TOP@BIRBAR_575E321N_S#	[بو]*?ب[ؤئءوي]ر ?بر	(بءر بر)
02:06	@TOP@BATNMARR_397E216N_S#	[بو]*?بطن ?مر	(بطن مر)
02:06	@TOP@ABSHUR_574E326N_S#	[بو]*?[إأٱآا]ب ?شور	(اب شور)
01:10	@TOP@RAMASHAHRISTAN_612E303N_S#	[بو]*?ر[إأٱآا]مشهرست[إأٱآا]ن	(رامشهرستان)
01:10	@TOP@MIHRJANAWAZ_522E303N_S#	[بو]*?مهرج[إأٱآا]ن[إأٱآا]و[إأٱآا]ز	(مهرجاناواز)
01:09	@TOP@SABURKHASHT_483E334N_S#	[بو]*?س[إأٱآا]بورخ[إأٱآا]شت	(سابورخاشت)
01:09	@TOP@QUSTANTINIYYA_290E411N_S#	[بو]*?قسطنطيني[هة]	(قسطنطينية)
01:09	@TOP@MIHRJANQADHAQ_475E332N_R#	[بو]*?مهرج[إأٱآا]نقذق	(مهرجانقذق)
01:09	@TOP@MAYYAFARIQIN_410E381N_S#	[بو]*?م[يى][إأٱآا]ف[إأٱآا]رقين	(ميافارقين)
01:09	@TOP@MADHARWISTAN_460E344N_S#	[بو]*?م[إأٱآا]ذروست[إأٱآا]ن	(ماذروستان)
01:09	@TOP@KARDARANKHAS_606E413N_S#	[بو]*?كردر[إأٱآا]نخ[إأٱآا]س	(كردرانخاس)
01:09	@TOP@JUNDAYSABUR_485E322N_S#	[بو]*?جنديس[إأٱآا]بور	(جنديسابور)
01:09	@TOP@ISKANDARUNA_361E365N_S#	[بو]*?[إأٱآا]سكندرون[هة]	(اسكندرونة)
01:09	@TOP@BIYABSHURAB_526E286N_S#	[بو]*?ب[يى][إأٱآا]بشور[إأٱآا]ب	(بيابشوراب)
01:09	@TOP@ARSUBANIKATH_696E399N_S#	[بو]*?[إأٱآا]رسب[إأٱآا]نيكث	(ارسبانيكث)
01:09	@TOP@ARDHAKHUSHMITHAN_602E416N_S#	[بو]*?[إأٱآا]رذخشميثن	(ارذخشميثن)
01:09	@TOP@ANDAJARAGH_691E372N_S#	[بو]*?[إأٱآا]ند[إأٱآا]ج[إأٱآا]ر[إأٱآا]غ	(انداجاراغ)
01:08	@TOP@ZIYADABADH_532E298N_S#	[بو]*?ز[يى][إأٱآا]د[إأٱآا]ب[إأٱآا]ذ	(زياداباذ)
01:08	@TOP@YAZDAKHAWAST_544E283N_S#	[بو]*?يزدخو[إأٱآا]ست	(يزدخواست)
01:08	@TOP@YAHUDIYYATAYN_177E307N_S#	[بو]*?يهوديتين	(يهوديتين)
01:08	@TOP@USHTURMAGHAK_613E368N_S#	[بو]*?[إأٱآا]شترمغ[إأٱآا]ك	(اشترمغاك)
01:08	@TOP@TUKHARISTAN_686E360N_R#	[بو]*?طخ[إأٱآا]رست[إأٱآا]ن	(طخارستان)
01:08	@TOP@SUDAQANIYYA_436E348N_S#	[بو]*?سودق[إأٱآا]ني[هة]	(سودقانية)
01:08	@TOP@SARWISTAN_524E314N_S:SARWISTAN_578E292N_S#	[بو]*?سرويست[إأٱآا]ن	(سرويستان)
01:08	@TOP@SAIDABADH_513E363N_S#	[بو]*?سعيد[إأٱآا]ب[إأٱآا]ذ	(سعيداباذ)
01:08	@TOP@QUSTANTINIYYA_066E363N_S#	[بو]*?قسطنطني[هة]	(قسطنطنية)
01:08	@TOP@NUBANDAJAN_515E301N_S#	[بو]*?نوبندج[إأٱآا]ن	(نوبندجان)
01:08	@TOP@NABADGHIN_620E407N_S#	[بو]*?ن[إأٱآا]ب[إأٱآا]دغين	(نابادغين)
01:08	@TOP@MAZDAKHKAN_595E423N_S#	[بو]*?مزد[إأٱآا]خك[إأٱآا]ن	(مزداخكان)
01:08	@TOP@MANJABARA_682E258N_S#	[بو]*?منج[إأٱآا]ب[إأٱآا]ر[يى]	(منجاباري)
01:08	@TOP@MALAYAKIRD_602E354N_S#	[بو]*?م[إأٱآا]ل[إأٱآا]يكرد	(مالايكرد)
01:08	@TOP@MAHDIABADH_624E371N_S#	[بو]*?مهد[يى][إأٱآا]ب[إأٱآا]ذ	(مهدياباذ)
01:08	@TOP@KIZKANAN_665E290N_S#	[بو]*?كيزك[إأٱآا]ن[إأٱآا]ن	(كيزكانان)
01:08	@TOP@KHUDIMANKAN_655E401N_S#	[بو]*?خديمنك[إأٱآا]ن	(خديمنكان)
01:08	@TOP@KABUZANJAKATH_671E397N_S#	[بو]*?كبوزنجكث	(كبوزنجكث)
01:08	@TOP@JINANJAKATH_691E409N_S#	[بو]*?جين[إأٱآا]نجكث	(جينانجكث)
01:08	@TOP@JARBADHAQAN_502E333N_S#	[بو]*?جرب[إأٱآا]ذق[إأٱآا]ن	(جرباذقان)
01:08	@TOP@JAJISTAN_704E405N_S#	[بو]*?ج[إأٱآا]جيست[إأٱآا]ن	(جاجيستان)
01:08	@TOP@JAFARABADH_518E311N_S#	[بو]*?جعفر[إأٱآا]ب[إأٱآا]ذ	(جعفراباذ)
01:08	@TOP@ISKANDARIYYA_299E311N_S#	[بو]*?[إأٱآا]سكندري[هة]	(اسكندرية)
01:08	@TOP@ISBAHANAT_540E291N_S#	[بو]*?[إأٱآا]صبه[إأٱآا]ن[إأٱآا]ت	(اصبهانات)
01:08	@TOP@HUSAYNABADH_579E361N_S#	[بو]*?حسين[إأٱآا]ب[إأٱآا]ذ	(حسيناباذ)
01:08	@TOP@FIRUZQAND_646E315N_S#	[بو]*?فيروزقند	(فيروزقند)
01:08	@TOP@FADUSBAN_529E356N_R#	[بو]*?ف[إأٱآا]دوسب[إأٱآا]ن	(فادوسبان)
01:08	@TOP@DINAZARI_559E375N_S#	[بو]*?دين[إأٱآا]ز[إأٱآا]ر[يى]	(دينازاري)
01:08	@TOP@DANDANAQAN_616E372N_S#	[بو]*?دند[إأٱآا]نق[إأٱآا]ن	(دندانقان)
01:08	@TOP@BUSTADARAN_568E341N_S#	[بو]*?بستد[إأٱآا]ر[إأٱآا]ن	(بستداران)
01:08	@TOP@BANDANIJAN_454E337N_S#	[بو]*?بندنيج[إأٱآا]ن	(بندنيجان)
01:08	@TOP@BAHMANABADH_568E363N_S#	[بو]*?بهمن[إأٱآا]ب[إأٱآا]ذ	(بهمناباذ)
01:08	@TOP@BAHIRABADH_624E368N_S#	[بو]*?بحير[إأٱآا]ب[إأٱآا]ذ	(بحيراباذ)
01:08	@TOP@BAAYNATHA_424E366N_S#	[بو]*?ب[إأٱآا]عين[إأٱآا]ث[إأٱآا]	(باعيناثا)
01:08	@TOP@ASTARABYAN_628E342N_S#	[بو]*?[إأٱآا]سترب[يى][إأٱآا]ن	(استربيان)
01:08	@TOP@ASTARABADH_544E367N_S#	[بو]*?[إأٱآا]ست[إأٱآا]رب[إأٱآا]ذ	(استارباذ)
01:08	@TOP@ARDALANKATH_722E412N_S#	[بو]*?[إأٱآا]ردل[إأٱآا]نكث	(اردلانكث)
01:08	@TOP@ADHARBAYJAN_479E382N_R#	[بو]*?[إأٱآا]ذربيج[إأٱآا]ن	(اذربيجان)
01:07	@TOP@ZIRADABADH_553E366N_S#	[بو]*?زرد[إأٱآا]ب[إأٱآا]ذ	(زرداباذ)
01:07	@TOP@ZARUDUWA_548E294N_S#	[بو]*?زرودوو[هة]	(زرودووة)
01:07	@TOP@ZANDARAMASH_720E402N_S#	[بو]*?زندر[إأٱآا]مش	(زندرامش)
01:07	@TOP@ZAFARANIYYA_484E348N_S#	[بو]*?زعفرني[هة]	(زعفرنية)
01:07	@TOP@WAZARMAND_597E418N_S#	[بو]*?وز[إأٱآا]رمند	(وزارمند)
01:07	@TOP@WARWALIJ_688E367N_S#	[بو]*?ورو[إأٱآا]ليج	(ورواليج)
01:07	@TOP@WALASHJIRD_572E280N_S#	[بو]*?ول[إأٱآا]شجرد	(ولاشجرد)
01:07	@TOP@USHTIQAN_720E406N_S#	[بو]*?[إأٱآا]شتيق[إأٱآا]ن	(اشتيقان)
01:07	@TOP@USHRUSANA_687E395N_R#	[بو]*?[إأٱآا]شروسن[هة]	(اشروسنة)
01:07	@TOP@USHMUNAYN_307E278N_S#	[بو]*?[إأٱآا]شمونين	(اشمونين)
01:07	@TOP@TAMADFUS_032E367N_S#	[بو]*?ت[إأٱآا]مدفوس	(تامدفوس)
01:07	@TOP@TALASTANA_614E370N_S#	[بو]*?تلست[إأٱآا]ن[هة]	(تلستانة)
01:07	@TOP@TABARISTAN_526E363N_R#	[بو]*?طبرست[إأٱآا]ن	(طبرستان)
01:07	@TOP@TABARIDA_033W343N_S#	[بو]*?ت[إأٱآا]بريد[إأٱآا]	(تابريدا)
01:07	@TOP@SUWARIQIYYA_403E232N_S#	[بو]*?سو[إأٱآا]رقي[هة]	(سوارقية)
01:07	@TOP@SUSANQIN_500E350N_S#	[بو]*?سوسنقين	(سوسنقين)
01:07	@TOP@SUBANIKATH_688E423N_S#	[بو]*?سب[إأٱآا]نيكث	(سبانيكث)
01:07	@TOP@SIJILMASA_042W312N_S#	[بو]*?سجلم[إأٱآا]س[هة]	(سجلماسة)
01:07	@TOP@SHAMSINIYYA_409E358N_S#	[بو]*?شمسيني[هة]	(شمسينية)
01:07	@TOP@SHAHRASTAN_515E298N_S:SHAHRASTAN_552E371N_S#	[بو]*?شهرست[إأٱآا]ن	(شهرستان)
01:07	@TOP@SHABURQAN_657E366N_S#	[بو]*?شبورق[إأٱآا]ن	(شبورقان)
01:07	@TOP@SANJARFAGHAN_660E395N_R#	[بو]*?سنجرفغن	(سنجرفغن)
01:07	@TOP@SANJAHAN_503E297N_S#	[بو]*?سنج[إأٱآا]ه[إأٱآا]ن	(سنجاهان)
01:07	@TOP@SAGHANIYAN_678E382N_S#	[بو]*?صغ[إأٱآا]ن[يى][إأٱآا]ن	(صغانيان)
01:07	@TOP@SABZAWAR_576E361N_S#	[بو]*?س[إأٱآا]بزو[إأٱآا]ر	(سابزوار)
01:07	@TOP@SABURKHAST_461E369N_S#	[بو]*?س[إأٱآا]برخست	(سابرخست)
01:07	@TOP@RUSTAKUHAN_664E265N_S#	[بو]*?رست[إأٱآا]كهن	(رستاكهن)
01:07	@TOP@QUTQUTANA_438E319N_S#	[بو]*?قطقط[إأٱآا]ن[هة]	(قطقطانة)
01:07	@TOP@QUHISTAN_594E337N_R#	[بو]*?قوهست[إأٱآا]ن	(قوهستان)
01:07	@TOP@QUBADHIYAN_681E372N_S#	[بو]*?قب[إأٱآا]ذ[يى][إأٱآا]ن	(قباذيان)
01:07	@TOP@QAYSARIYYA_354E387N_S#	[بو]*?قيس[إأٱآا]ري[هة]	(قيسارية)
01:07	@TOP@QASTILIYA_082E338N_R#	[بو]*?قسطيلي[هة]	(قسطيلية)
01:07	@TOP@QARTAJANNA_009W376N_S:QARTAJANNA_102E368N_S#	[بو]*?قرط[إأٱآا]جن[هة]	(قرطاجنة)
01:07	@TOP@QARQISIYYA_404E351N_S#	[بو]*?قرقيسي[هة]	(قرقيسية)
01:07	@TOP@QARMASIN_470E343N_S#	[بو]*?قرم[إأٱآا]سين	(قرماسين)
01:07	@TOP@QARAJUN_644E395N_S#	[بو]*?ق[إأٱآا]ر[إأٱآا]جون	(قاراجون)
01:07	@TOP@QANDABIL_674E286N_S#	[بو]*?قند[إأٱآا]بيل	(قندابيل)
01:07	@TOP@QALQATUS_466E402N_S#	[بو]*?قلق[إأٱآا]طوس	(قلقاطوس)
01:07	@TOP@QALIQALA_412E399N_S#	[بو]*?ق[إأٱآا]ليقل[إأٱآا]	(قاليقلا)
01:07	@TOP@NUMANIYYA_454E325N_S#	[بو]*?نعم[إأٱآا]ني[هة]	(نعمانية)
01:07	@TOP@NAYSABUR_587E361N_S#	[بو]*?نيس[إأٱآا]بور	(نيسابور)
01:07	@TOP@NASTARAWA_307E314N_S#	[بو]*?نستر[إأٱآا]و[هة]	(نستراوة)
01:07	@TOP@NARMASIR_586E289N_S#	[بو]*?نرم[إأٱآا]سير	(نرماسير)
01:07	@TOP@MURAYZIJAN_543E288N_S#	[بو]*?مريزج[إأٱآا]ن	(مريزجان)
01:07	@TOP@MISKYANA_077E356N_S#	[بو]*?مسك[يى][إأٱآا]ن[هة]	(مسكيانة)
01:07	@TOP@MAZDURAN_605E361N_S#	[بو]*?مزدور[إأٱآا]ن	(مزدوران)
01:07	@TOP@MASABADHAN_469E335N_R#	[بو]*?م[إأٱآا]سبذ[إأٱآا]ن	(ماسبذان)
01:07	@TOP@MARMAJANNA_084E354N_S#	[بو]*?مرم[إأٱآا]جن[هة]	(مرماجنة)
01:07	@TOP@MARABADH_630E343N_S#	[بو]*?م[إأٱآا]ر[إأٱآا]ب[إأٱآا]ذ	(ماراباذ)
01:07	@TOP@MALAZKIRD_425E391N_S#	[بو]*?مل[إأٱآا]زكرد	(ملازكرد)
01:07	@TOP@MALATHAYA_429E368N_S#	[بو]*?معلث[إأٱآا]ي[هة]	(معلثاية)
01:07	@TOP@MAHRUBAN_502E300N_S#	[بو]*?مهروب[إأٱآا]ن	(مهروبان)
01:07	@TOP@MADIYAMJAKATH_654E402N_S#	[بو]*?مديمجكث	(مديمجكث)
01:07	@TOP@MADHMINIYYA_593E426N_S:MADHMINIYYA_594E427N_S#	[بو]*?مذميني[هة]	(مذمينية)
01:07	@TOP@LURDAJAN_507E315N_S#	[بو]*?لوردج[إأٱآا]ن	(لوردجان)
01:07	@TOP@Khuzistan_RE#	[بو]*?خوزست[إأٱآا]ن	(خوزستان)
01:07	@TOP@KHUSRAWJIRD_574E361N_S#	[بو]*?خسروجرد	(خسروجرد)
01:07	@TOP@KHUSHNABADH_552E287N_S#	[بو]*?خشن[إأٱآا]ب[إأٱآا]ذ	(خشناباذ)
01:07	@TOP@KHAWARISTAN_532E292N_S:KHAWARISTAN_540E299N_S#	[بو]*?خورست[إأٱآا]ن	(خورستان)
01:07	@TOP@KHATUNKATH_693E414N_S#	[بو]*?خ[إأٱآا]تونكث	(خاتونكث)
01:07	@TOP@KHARGHANKATH_656E401N_S:KHARGHANKATH_696E415N_S#	[بو]*?خرغ[إأٱآا]نكث	(خرغانكث)
01:07	@TOP@KHARANJAWAN_745E428N_S#	[بو]*?خرنجو[إأٱآا]ن	(خرنجوان)
01:07	@TOP@KARMIINIYYA_654E401N_S#	[بو]*?كرميني[هة]	(كرمينية)
01:07	@TOP@KANJABADH_639E357N_S#	[بو]*?كنج[إأٱآا]ب[إأٱآا]ذ	(كنجاباذ)
01:07	@TOP@KAFARTUTHA_404E369N_S#	[بو]*?كفرتوث[إأٱآا]	(كفرتوثا)
01:07	@TOP@KAFARSABA_348E321N_S#	[بو]*?كفرس[إأٱآا]ب[إأٱآا]	(كفرسابا)
01:07	@TOP@KAFARBATNA_369E334N_S#	[بو]*?كفربطن[إأٱآا]	(كفربطنا)
01:07	@TOP@JURJANIYYA_592E424N_S#	[بو]*?جرج[إأٱآا]ني[هة]	(جرجانية)
01:07	@TOP@JIRUQAN_564E280N_S#	[بو]*?جيروق[إأٱآا]ن	(جيروقان)
01:07	@TOP@JARJARAYA_453E327N_S#	[بو]*?جرجر[إأٱآا][يى][إأٱآا]	(جرجرايا)
01:07	@TOP@JARBAYA_696E353N_S#	[بو]*?ج[إأٱآا]رب[إأٱآا]ي[هة]	(جارباية)
01:07	@TOP@JALMANIYA_072W387N_S#	[بو]*?جلم[إأٱآا]ني[هة]	(جلمانية)
01:07	@TOP@ISKIFAGHAN_663E385N_S#	[بو]*?[إأٱآا]سكيفغن	(اسكيفغن)
01:07	@TOP@ISHTIKHAN_668E399N_S#	[بو]*?[إأٱآا]شتيخ[إأٱآا]ن	(اشتيخان)
01:07	@TOP@ISHBILIYYA_059W374N_S#	[بو]*?[إأٱآا]شبيلي[هة]	(اشبيلية)
01:07	@TOP@ISBIJAB_697E422N_S#	[بو]*?[إأٱآا]سبيج[إأٱآا]ب	(اسبيجاب)
01:07	@TOP@HINDUJAN_513E293N_S#	[بو]*?هندوج[إأٱآا]ن	(هندوجان)
01:07	@TOP@HAZARASB_610E412N_S#	[بو]*?هز[إأٱآا]ر[إأٱآا]سب	(هزاراسب)
01:07	@TOP@HASHIMJIRD_670E376N_S#	[بو]*?ه[إأٱآا]شمجرد	(هاشمجرد)
01:07	@TOP@FAYSHABUR_424E370N_S#	[بو]*?فيش[إأٱآا]بور	(فيشابور)
01:07	@TOP@FARHAKIRD_595E357N_S#	[بو]*?فره[إأٱآا]كرد	(فرهاكرد)
01:07	@TOP@FARFARUN_282E269N_R#	[بو]*?فرف[إأٱآا]رون	(فرفارون)
01:07	@TOP@DASTAJIRDA_666E368N_S#	[بو]*?دستجرد[هة]	(دستجردة)
01:07	@TOP@DASKARDAN_566E342N_S#	[بو]*?دسكرد[إأٱآا]ن	(دسكردان)
01:07	@TOP@DARZANKA_676E378N_S#	[بو]*?د[إأٱآا]رزنك[إأٱآا]	(دارزنكا)
01:07	@TOP@DARKUJUWI_577E307N_S#	[بو]*?دركوجو[يى]	(دركوجوي)
01:07	@TOP@DARISTAN_587E292N_S#	[بو]*?د[إأٱآا]رست[إأٱآا]ن	(دارستان)
01:07	@TOP@DARABAJIRD_545E287N_S#	[بو]*?در[إأٱآا]بجرد	(درابجرد)
01:07	@TOP@DAKHARRAQAN_459E377N_S#	[بو]*?د[إأٱآا]خرق[إأٱآا]ن	(داخرقان)
01:07	@TOP@DAHLIZAN_499E307N_S#	[بو]*?دهليز[إأٱآا]ن	(دهليزان)
01:07	@TOP@BUZMAJAN_673E397N_S#	[بو]*?بوزم[إأٱآا]جن	(بوزماجن)
01:07	@TOP@BUZANJIRD_489E349N_S#	[بو]*?بوزنجرد	(بوزنجرد)
01:07	@TOP@BUTLAMIYYA_383E355N_S#	[بو]*?بطل[إأٱآا]مي[هة]	(بطلامية)
01:07	@TOP@BUSHTAFRUSH_592E361N_S#	[بو]*?بشتفروش	(بشتفروش)
01:07	@TOP@BUSFURJAN_456E395N_R#	[بو]*?بسفرج[إأٱآا]ن	(بسفرجان)
01:07	@TOP@BUNDARIYYA_309E307N_S#	[بو]*?بند[إأٱآا]ري[هة]	(بندارية)
01:07	@TOP@BARISIYAN_487E352N_S#	[بو]*?ب[إأٱآا]رس[يى][إأٱآا]ن	(بارسيان)
01:07	@TOP@BALAYAN_694E411N_S#	[بو]*?ب[إأٱآا]ل[إأٱآا][يى][إأٱآا]ن	(بالايان)
01:07	@TOP@BAKUSAYA_464E329N_S#	[بو]*?ب[إأٱآا]كس[إأٱآا][يى][إأٱآا]	(باكسايا)
01:07	@TOP@BAKRABADH_658E315N_S#	[بو]*?بكر[إأٱآا]ب[إأٱآا]ذ	(بكراباذ)
01:07	@TOP@BAJARWAN_389E361N_S:BAJARWAN_481E392N_S#	[بو]*?ب[إأٱآا]جرو[إأٱآا]ن	(باجروان)
01:07	@TOP@BADURAYA_442E333N_S#	[بو]*?ب[إأٱآا]دور[يى][إأٱآا]	(بادوريا)
01:07	@TOP@BADARAYA_459E330N_S#	[بو]*?ب[إأٱآا]در[إأٱآا][يى][إأٱآا]	(بادرايا)
01:07	@TOP@BAASHIQA_433E364N_S#	[بو]*?ب[إأٱآا]عشيق[إأٱآا]	(باعشيقا)
01:07	@TOP@AZADHWAR_565E366N_S#	[بو]*?[إأٱآا]ز[إأٱآا]ذو[إأٱآا]ر	(ازاذوار)
01:07	@TOP@ATRABULUS_131E328N_S:ATRABULUS_358E344N_S#	[بو]*?[إأٱآا]طر[إأٱآا]بلس	(اطرابلس)
01:07	@TOP@ATRABINUSH_125E379N_S#	[بو]*?[إأٱآا]طر[إأٱآا]بنش	(اطرابنش)
01:07	@TOP@ATASHKAHAN_567E336N_S#	[بو]*?[إأٱآا]تشكه[إأٱآا]ن	(اتشكهان)
01:07	@TOP@ASFARAYIN_574E369N_S#	[بو]*?[إأٱآا]سفر[إأٱآا]ين	(اسفراين)
01:07	@TOP@ASFABJAY_670E305N_S#	[بو]*?[إأٱآا]سفبج[إأٱآا][يى]	(اسفبجاي)
01:07	@TOP@ASADABADH_481E348N_S:ASADABADH_564E363N_S:ASADABADH_626E362N_S#	[بو]*?[إأٱآا]سد[إأٱآا]ب[إأٱآا]ذ	(اسداباذ)
01:07	@TOP@ARMABIL_663E262N_S#	[بو]*?[إأٱآا]رم[إأٱآا]بيل	(ارمابيل)
01:07	@TOP@ARJIDUNA_044W370N_S#	[بو]*?[إأٱآا]رجدون[هة]	(ارجدونة)
01:07	@TOP@ARDISTAN_523E333N_S#	[بو]*?[إأٱآا]ردست[إأٱآا]ن	(اردستان)
01:07	@TOP@ARDAKHIWAH_602E421N_S#	[بو]*?[إأٱآا]ردخيوه	(اردخيوه)
01:07	@TOP@ANTARTUS_359E348N_S#	[بو]*?[إأٱآا]نطرطوس	(انطرطوس)
01:07	@TOP@ANTAKIYYA_361E361N_S#	[بو]*?[إأٱآا]نط[إأٱآا]كي[هة]	(انطاكية)
01:07	@TOP@AJDABIYYA_202E304N_S#	[بو]*?[إأٱآا]جد[إأٱآا]بي[هة]	(اجدابية)
01:07	@TOP@AFRIDHIN_517E354N_S#	[بو]*?[إأٱآا]فريذين	(افريذين)
01:07	@TOP@AFRAHUN_309E311N_R#	[بو]*?[إأٱآا]فر[إأٱآا]حون	(افراحون)
01:06	@TOP@ZUBAYDIYYA_468E342N_S:ZUBAYDIYYA_469E344N_S#	[بو]*?زبيدي[هة]	(زبيدية)
01:06	@TOP@ZAYTUNA_101E343N_S#	[بو]*?زيتون[هة]	(زيتونة)
01:06	@TOP@ZANBUQ_619E309N_S#	[بو]*?ز[إأٱآا]نبوق	(زانبوق)
01:06	@TOP@ZABADANI_360E337N_S#	[بو]*?زبد[إأٱآا]ن[يى]	(زبداني)
01:06	@TOP@YUNABIDH_586E342N_S#	[بو]*?ين[إأٱآا]بيذ	(ينابيذ)
01:06	@TOP@YAHUDIYYA_648E359N_S#	[بو]*?يهودي[هة]	(يهودية)
01:06	@TOP@WINKARD_684E405N_S#	[بو]*?وينكرد	(وينكرد)
01:06	@TOP@WAYKHAN_601E420N_S#	[بو]*?و[إأٱآا]يخ[إأٱآا]ن	(وايخان)
01:06	@TOP@WARZAQAN_466E385N_S#	[بو]*?ورزق[إأٱآا]ن	(ورزقان)
01:06	@TOP@WARDHANA_643E401N_S#	[بو]*?ورذ[إأٱآا]ن[هة]	(ورذانة)
01:06	@TOP@WADIYASH_031W373N_S#	[بو]*?و[إأٱآا]د[يى][إأٱآا]ش	(وادياش)
01:06	@TOP@UZJAND_733E408N_S#	[بو]*?[إأٱآا]وزجند	(اوزجند)
01:06	@TOP@URMIYA_450E375N_S#	[بو]*?[إأٱآا]رميي[هة]	(ارميية)
01:06	@TOP@UKINA_607E363N_S#	[بو]*?[إأٱآا]وكين[هة]	(اوكينة)
01:06	@TOP@UFAYIYYA_407E230N_S#	[بو]*?[إأٱآا]فيعي[هة]	(افيعية)
01:06	@TOP@TUSHTAN_578E294N_S#	[بو]*?توشت[إأٱآا]ن	(توشتان)
01:06	@TOP@TURTUSHA_006E407N_S#	[بو]*?طرطوش[هة]	(طرطوشة)
01:06	@TOP@TURMUGHAN_708E407N_S#	[بو]*?ترمغ[إأٱآا]ن	(ترمغان)
01:06	@TOP@TUNANIR_408E363N_S#	[بو]*?تن[إأٱآا]نير	(تنانير)
01:06	@TOP@TULAYTILA_040W398N_S#	[بو]*?طليطل[هة]	(طليطلة)
01:06	@TOP@TILIMSAN_013W348N_S#	[بو]*?تلمس[إأٱآا]ن	(تلمسان)
01:06	@TOP@THAMANIN_426E373N_S#	[بو]*?ثم[إأٱآا]نين	(ثمانين)
01:06	@TOP@THALABIYYA_431E282N_S#	[بو]*?ثعلبي[هة]	(ثعلبية)
01:06	@TOP@TAWAWIS_647E400N_S#	[بو]*?طو[إأٱآا]ويس	(طواويس)
01:06	@TOP@TARQALA_088W305N_S#	[بو]*?ترق[إأٱآا]ل[هة]	(ترقالة)
01:06	@TOP@TARAJILA_059W394N_S#	[بو]*?ترجيل[هة]	(ترجيلة)
01:06	@TOP@TANTITA_311E302N_S#	[بو]*?تنتيت[إأٱآا]	(تنتيتا)
01:06	@TOP@TAMLIYAT_695E382N_S#	[بو]*?تمل[يى][إأٱآا]ت	(تمليات)
01:06	@TOP@TALAQAN_696E367N_S#	[بو]*?ط[إأٱآا]لق[إأٱآا]ن	(طالقان)
01:06	@TOP@TALABIRA_048W399N_S#	[بو]*?طلبير[هة]	(طلبيرة)
01:06	@TOP@TAHIRIYYA_625E398N_S#	[بو]*?ط[إأٱآا]هري[هة]	(طاهرية)
01:06	@TOP@TABISTAN_538E289N_S#	[بو]*?طبست[إأٱآا]ن	(طبستان)
01:06	@TOP@TABARMIN_152E378N_S#	[بو]*?طبرمين	(طبرمين)
01:06	@TOP@Sijistan_RE#	[بو]*?سجست[إأٱآا]ن	(سجستان)
01:06	@TOP@SUWAYDIYYA_359E360N_S#	[بو]*?سويدي[هة]	(سويدية)
01:06	@TOP@SUWAYDA_365E326N_S:SUWAYDA_390E250N_S#	[بو]*?سويد[إأٱآا][ؤئءوي]	(سويداء)
01:06	@TOP@SUTURKATH_688E408N_S#	[بو]*?ستوركث	(ستوركث)
01:06	@TOP@SUSAQAN_617E376N_S#	[بو]*?سوسق[إأٱآا]ن	(سوسقان)
01:06	@TOP@SUMAYSAT_385E375N_S#	[بو]*?سميس[إأٱآا]ط	(سميساط)
01:06	@TOP@SUHRAWARD_486E364N_S#	[بو]*?سهرورد	(سهرورد)
01:06	@TOP@SUGHDABIL_452E422N_S#	[بو]*?سغدبيل	(سغدبيل)
01:06	@TOP@SUBAYTILA_092E352N_S#	[بو]*?سبيطل[هة]	(سبيطلة)
01:06	@TOP@SUBARA_729E195N_S#	[بو]*?سوب[إأٱآا]ر[هة]	(سوبارة)
01:06	@TOP@SIRJAN_557E294N_S#	[بو]*?سيرج[إأٱآا]ن	(سيرجان)
01:06	@TOP@SIRAWAN_468E335N_S#	[بو]*?سيرو[إأٱآا]ن	(سيروان)
01:06	@TOP@SIMINJAN_680E362N_S#	[بو]*?سمنج[إأٱآا]ن	(سمنجان)
