id	region	lon	lat	topType	topTypeAlt	translitTitle	arTitle	translitTitleOther	arTitleOther	searchNames	arBW
FADUSBAN_529E356N_R_DAYL	Daylam	52.96387	35.61266	regions	region	Fādūsbān	فادوسبان	Fādūsbān, Qādūstān, Qādūsiyān	فادوسبان، قادوستان، قادوسيان	Fadusban, Qadustan, Qadusiyan	Fadusban, Qadustan, Qadusiyan
RASKALB_530E353N_S_DAYL	Daylam	53.07601	35.37647	villages	localite	Raʾs al-Kalb	رأس ﭐلكلب	Raʾs al-Kalb	رأس ﭐلكلب	Ras al-Kalb	Ras al-Kalb
SIMNAN_534E354N_S_DAYL	Daylam	53.40856	35.49513	towns	cite	Simnān	سمنان	Simnān	سمنان	Simnan	Simnan
MIHRAWAN_536E366N_S_DAYL	Daylam	53.69593	36.68468	villages	localite	Mihrawān	مهروان	Mihrawān	مهروان	Mihrawan	Mihrawan
RIBATALIYYABADH_537E357N_S_DAYL	Daylam	53.73487	35.74424	waystations	ribat	Rībāṭ ʿAliyyābāḏ	ريباط علياباذ	Rībāṭ ʿAliyyābāḏ	ريباط علياباذ	Ribat Aliyyabadh	Ribat Aliyyabadh
JARMJUWI_540E359N_S_DAYL	Daylam	54.04249	35.97336	waystations	etape	Ǧarmǧuwī	جرمجوي	Ǧarmǧuwī	جرمجوي	Jarmjuwi	Jarmjuwi
ABASKUN_540E370N_S_DAYL	Daylam	54.04327	37.02772	towns	cite/port	Ābaskūn	آبسكون	Ābaskūn	آبسكون	Abaskun	Abaskun
TAMISHA_540E367N_S_DAYL	Daylam	54.05573	36.73120	towns	cite	Ṭamīšaŧ	طميشة	Ṭamīšaŧ, Ṭamīsaŧ	طميشة، طميسة	Tamisha, Tamisa	Tamisha, Tamisa
QUMIS_541E361N_R_DAYL	Daylam	54.13205	36.11206	regions	region	Qūmis	قومس	Qūmis	قومس	Qumis	Qumis
NAMIYA_543E367N_S_DAYL	Daylam	54.32519	36.77488	towns	cite	Nāmiyaŧ	نامية	Nāmiyaŧ	نامية	Namiya	Namiya
DAMGHAN_543E361N_S_DAYL	Daylam	54.37503	36.13093	capitals	capitale	al-Damġān	ﭐلدمغان	al-Damġān	ﭐلدمغان	al-Damghan	al-Damghan
ASTARABADH_544E367N_S_DAYL	Daylam	54.47005	36.78860	towns	cite	Astārabāḏ	أستارباذ	Astārabāḏ	أستارباذ	Astarabadh	Astarabadh
RIBATALI_545E372N_S_DAYL	Daylam	54.51366	37.22611	waystations	ribat	Ribāṭ ʿAlī	رباط علي	Ribāṭ ʿAlī	رباط علي	Ribat Ali	Ribat Ali
RIBATDIHISTAN_546E382N_S_DAYL	Daylam	54.61471	38.26671	waystations	ribat	Ribāṭ Dihistān	رباط دهستان	Ribāṭ Dihistān	رباط دهستان	Ribat Dihistan	Ribat Dihistan
BAYLAMAK_547E378N_S_DAYL	Daylam	54.72705	37.88855	waystations	etape	Baylamak	بيلمك	Baylamak, Salmak	بيلمك، سلمك	Baylamak, Salmak	Baylamak, Salmak
RIBATAMIR_547E375N_S_DAYL	Daylam	54.76443	37.58399	waystations	ribat	Ribāṭ al-Amīr	رباط ﭐلأمير	Ribāṭ al-Amīr	رباط ﭐلأمير	Ribat al-Amir	Ribat al-Amir
HADDADA_548E362N_S_DAYL	Daylam	54.80181	36.28520	villages	localite	al-Ḥaddādaŧ	ﭐلحدادة	al-Ḥaddādaŧ	ﭐلحدادة	al-Haddada	al-Haddada
RIBATHAFS_548E368N_S_DAYL	Daylam	54.88904	36.81760	waystations	ribat	Ribāṭ Ḥafṣ	رباط حفص	Ribāṭ Ḥafṣ	رباط حفص	Ribat Hafs	Ribat Hafs
JURJAN_549E373N_R_DAYL	Daylam	54.99028	37.33269	regions	region	Ǧurǧān	جرجان	Ǧurǧān	جرجان	Jurjan	Jurjan
BISTAM_550E364N_S_DAYL	Daylam	55.07205	36.45952	towns	cite	Bisṭām	بسطام	Bisṭām	بسطام	Bistam	Bistam
BADHASH_551E363N_S_DAYL	Daylam	55.17875	36.33289	waystations	etape	Baḏaš	بذش	Baḏaš	بذش	Badhash	Badhash
SHAHRASTAN_552E371N_S_DAYL	Daylam	55.20600	37.19091	metropoles	metropole	Šahrastān	شهرستان	Šahrastān, Ǧurǧān	شهرستان، جرجان	Shahrastan, Jurjan	Shahrastan, Jurjan
JURJAN_552E371N_R_DAYL	Daylam	55.20600	37.19091	regions	region	Ǧurǧān	جرجان	Ǧurǧān	جرجان	Jurjan	Jurjan
ZIRADABADH_553E366N_S_DAYL	Daylam	55.30802	36.65798	waystations	etape	Ziradābāḏ	زرداباذ	Ziradābāḏ, Zirdābāḏ	زرداباذ، زرداباذ	Ziradabadh, Zirdabadh	Ziradabadh, Zirdabadh
NAHRKHURMARUDH_553E370N_W_DAYL	Daylam	55.38357	37.06455	waters	riviere	Nahr Ḫurmārūḏ	نهر خرماروذ	Nahr Ḫurmārūḏ	نهر خرماروذ	Nahr Khurmarudh	Nahr Khurmarudh
DIHISTAN_556E390N_R_DAYL	Daylam	55.63466	39.09457	regions	region	Dihistān	دهستان	Dihistān	دهستان	Dihistan	Dihistan
MURJAN_556E363N_S_DAYL	Daylam	55.67094	36.39341	waystations	etape	al-Murǧān	ﭐلمرجان	al-Murǧān	ﭐلمرجان	al-Murjan	al-Murjan
AKHUR_557E391N_S_DAYL	Daylam	55.71277	39.19825	capitals	cheflieu	Āḫur	آخر	Āḫur	آخر	Akhur	Akhur
BIYAR_558E360N_S_DAYL	Daylam	55.86992	36.05824	towns	cite	Biyār	بيار	Biyār	بيار	Biyar	Biyar
DINAZARI_559E375N_S_DAYL	Daylam	55.99881	37.57458	waystations	etape	Dīnāzārī	دينازاري	Dīnāzārī	دينازاري	Dinazari	Dinazari
HAFDAR_561E363N_S_DAYL	Daylam	56.13276	36.36629	waystations	etape	Hafdar	هفدر	Hafdar	هفدر	Hafdar	Hafdar
AJGH_569E375N_S_DAYL	Daylam	56.95205	37.51437	villages	localite	Aǧġ	أجغ	Aǧġ	أجغ	Ajgh	Ajgh
RIBATABUSAHL_574E401N_S_DAYL	Daylam	57.45149	40.18649	waystations	ribat	Ribāṭ Abū Sahl	رباط أبو سهل	Ribāṭ Abū Sahl	رباط أبو سهل	Ribat Abu Sahl	Ribat Abu Sahl
FARFARUN_282E269N_R_EGYP	Egypt	28.20107	26.96368	regions	region	Farfārūn	فرفارون	Farfārūn	فرفارون	Farfarun	Farfarun
DAKHILA_287E255N_R_EGYP	Egypt	28.73902	25.54178	regions	region	al-Dāḫilaŧ	ﭐلداخلة	al-Dāḫilaŧ	ﭐلداخلة	al-Dakhila	al-Dakhila
QASR_288E256N_S_EGYP	Egypt	28.83405	25.67032	villages	localite	al-Qaṣr	ﭐلقصر	al-Qaṣr	ﭐلقصر	al-Qasr	al-Qasr
BANHASA_288E282N_S_EGYP	Egypt	28.83711	28.28725	villages	oasis	Banhasá	بنهسى	Banhasá	بنهسى	Banhasa	Banhasa
QALAMUN_289E254N_S_EGYP	Egypt	28.92294	25.44771	villages	localite	Qalamūn	قلمون	Qalamūn	قلمون	Qalamun	Qalamun
WAHAT_294E265N_R_EGYP	Egypt	29.46855	26.52400	regions	region	al-Wāḥāt	ﭐلواحات	al-Wāḥāt	ﭐلواحات	al-Wahat	al-Wahat
BUMINA_297E309N_S_EGYP	Egypt	29.71572	30.93264	waystations	etape	Būmīnaŧ	بومينة	Būmīnaŧ, Būmīná	بومينة، بومينى	Bumina, Bumina	Bumina, Bumina
ISKANDARIYYA_299E311N_S_EGYP	Egypt	29.90981	31.19490	capitals	capitale	al-Iskandariyyaŧ	ﭐلإسكندرية	al-Iskandariyyaŧ	ﭐلإسكندرية	al-Iskandariyya	al-Iskandariyya
BUHAYRAMARYUT_299E311N_W_EGYP	Egypt	29.91455	31.12142	waters	lac	Buḥayraŧ Maryūṭ	بحيرة مريوط	Buḥayraŧ Maryūṭ	بحيرة مريوط	Buhayra Maryut	Buhayra Maryut
KARYUN_301E311N_S_EGYP	Egypt	30.13142	31.14286	towns	cite	al-Karyūn	ﭐلكريون	al-Karyūn, Kiryawn	ﭐلكريون، كريون	al-Karyun, Kiryawn	al-Karyun, Kiryawn
KHALIJISKANDARIYYA_301E311N_W_EGYP	Egypt	30.15818	31.10144	waters	canal	Ḫalīǧ al-Iskandariyyaŧ	خليج ﭐلإسكندرية	Ḫalīǧ al-Iskandariyyaŧ	خليج ﭐلإسكندرية	Khalij al-Iskandariyya	Khalij al-Iskandariyya
JANADIL_302E196N_O_EGYP	Egypt	30.25325	19.63029	sites	cataracte	al-Ǧanādil	ﭐلجنادل	al-Ǧanādil	ﭐلجنادل	al-Janadil	al-Janadil
BAHRRUM_302E322N_W_EGYP	Egypt	30.28697	32.20303	waters	mer	Baḥr al-Rūm	بحر ﭐلروم	Baḥr al-Rūm	بحر ﭐلروم	Bahr al-Rum	Bahr al-Rum
BARSIQ_302E310N_S_EGYP	Egypt	30.29934	31.08146	towns	cite	Barsīq	برسيق	Barsīq	برسيق	Barsiq	Barsiq
MALIDAS_303E312N_R_EGYP	Egypt	30.37989	31.24231	regions	region	al-Malīdās	ﭐلمليداس	al-Malīdās, al-Malaydis	ﭐلمليداس، ﭐلمليدس	al-Malidas, al-Malaydis	al-Malidas, al-Malaydis
RASHID_303E314N_S_EGYP	Egypt	30.37989	31.41298	towns	cite	Rašīd	رشيد	Rašīd	رشيد	Rashid	Rashid
HAWFGHARBI_304E307N_R_EGYP	Egypt	30.43738	30.75268	regions	region	al-Ḥawf al-Ġarbī	ﭐلحوف ﭐلغربي	al-Ḥawf al-Ġarbī	ﭐلحوف ﭐلغربي	al-Hawf al-Gharbi	al-Hawf al-Gharbi
QARTASA_304E310N_S_EGYP	Egypt	30.44108	31.05659	villages	localite	Qarṭasā	قرطسا	Qarṭasā	قرطسا	Qartasa	Qartasa
DAYRUT_304E312N_S_EGYP	Egypt	30.44535	31.25059	towns	cite	Dayrūṭ	ديروط	Dayrūṭ	ديروط	Dayrut	Dayrut
DAMANHUR_304E310N_S_EGYP	Egypt	30.45872	31.03855	towns	cite	Damanhūr	دمنهور	Damanhūr	دمنهور	Damanhur	Damanhur
BALHIB_304E312N_S_EGYP	Egypt	30.46299	31.28513	towns	cite	Balhīb	بلهيب	Balhīb	بلهيب	Balhib	Balhib
SANBADHA_304E311N_S_EGYP	Egypt	30.47267	31.19071	towns	cite	Sanbāḏaŧ	سنباذة	Sanbāḏaŧ	سنباذة	Sanbadha	Sanbadha
SANDIYUN_304E312N_S_EGYP	Egypt	30.47608	31.25387	villages	localite	Sandiyūn	سنديون	Sandiyūn	سنديون	Sandiyun	Sandiyun
MASIL_304E311N_R_EGYP	Egypt	30.47836	31.11959	regions	region	Maṣīl	مصيل	Maṣīl	مصيل	Masil	Masil
FISHA_304E311N_S_EGYP	Egypt	30.49999	31.13129	villages	village	Fīšaŧ	فيشة	Fīšaŧ	فيشة	Fisha	Fisha
BAYRIS_305E245N_S_EGYP	Egypt	30.50461	24.59152	towns	cite	Bayrīs	بيريس	Bayrīs	بيريس	Bayris	Bayris
FUWA_305E312N_S_EGYP	Egypt	30.50654	31.22370	towns	cite	Fuwaŧ	فوة	Fuwaŧ	فوة	Fuwa	Fuwa
DANSHAL_305E309N_S_EGYP	Egypt	30.51137	30.95938	villages	localite	Danšāl	دنشال	Danšāl	دنشال	Danshal	Danshal
KHARIJA_305E249N_R_EGYP	Egypt	30.51687	24.98738	regions	region	al-Ḫāriǧaŧ	ﭐلخارجة	al-Ḫāriǧaŧ	ﭐلخارجة	al-Kharija	al-Kharija
BADAQUN_305E308N_R_EGYP	Egypt	30.52845	30.89835	regions	region	al-Badaqūn	ﭐلبدقون	al-Badaqūn	ﭐلبدقون	al-Badaqun	al-Badaqun
SHIRAK_305E309N_R_EGYP	Egypt	30.57342	30.99062	regions	region	al-Širāk	ﭐلشراك	al-Širāk	ﭐلشراك	al-Shirak	al-Shirak
MAHALLAABUKHURASHA_306E310N_S_EGYP	Egypt	30.61583	31.02501	villages	village	Maḥallaŧ Abū Ḫurāšaŧ	محلة أبو خراشة	Maḥallaŧ Abū Ḫurāšaŧ	محلة أبو خراشة	Mahalla Abu Khurasha	Mahalla Abu Khurasha
IKHNA_306E314N_R_EGYP	Egypt	30.65681	31.46786	regions	region	Iḫnā	إخنا	Iḫnā	إخنا	Ikhna	Ikhna
BAHNASA_306E286N_R_EGYP	Egypt	30.66449	28.60073	regions	region	Bahnasá	بهنسى	Bahnasá	بهنسى	Bahnasa	Bahnasa
KHARIBTA_306E307N_R_EGYP	Egypt	30.66535	30.75281	regions	district	Ḫaribtā	خربتا	Ḫaribtā	خربتا	Kharibta	Kharibta
FARNWA_306E309N_S_EGYP	Egypt	30.66905	30.98720	villages	localite	Farnwaŧ	فرنوة	Farnwaŧ	فرنوة	Farnwa	Farnwa
TAHA_306E282N_S_EGYP	Egypt	30.69125	28.27313	towns	cite	Ṭaḥā	طحا	Ṭaḥā	طحا	Taha	Taha
SAFIYYA_306E310N_S_EGYP	Egypt	30.69950	31.04306	villages	localite	al-Ṣāfiyyaŧ	ﭐلصافية	al-Ṣāfiyyaŧ	ﭐلصافية	al-Safiyya	al-Safiyya
FAYYUM_306E294N_S_EGYP	Egypt	30.69978	29.43447	capitals	capitale	al-Fayyūm	ﭐلفيوم	al-Fayyūm	ﭐلفيوم	al-Fayyum	al-Fayyum
TANDA_307E277N_S_EGYP	Egypt	30.70110	27.76484	towns	cite	Tandaŧ	تندة	Tandaŧ	تندة	Tanda	Tanda
DAYYAY_307E310N_S_EGYP	Egypt	30.70519	31.01916	towns	cite	Dayyāy	دياي	Dayyāy	دياي	Dayyay	Dayyay
MAHALLANUQAYDA_307E307N_S_EGYP	Egypt	30.70804	30.78411	villages	village	Maḥallaŧ Nuqaydaŧ	محلة نقيدة	Maḥallaŧ Nuqaydaŧ	محلة نقيدة	Mahalla Nuqayda	Mahalla Nuqayda
NASTARAWA_307E314N_S_EGYP	Egypt	30.70804	31.48776	towns	cite	Nastarāwaŧ	نستراوة	Nastarāwaŧ, Nastarāw	نستراوة، نستراو	Nastarawa, Nastaraw	Nastarawa, Nastaraw
SANHUR_307E311N_S_EGYP	Egypt	30.70832	31.16283	towns	cite	Sanhūr	سنهور	Sanhūr	سنهور	Sanhur	Sanhur
SHABAS_307E310N_R_EGYP	Egypt	30.72312	31.08986	regions	district	Šabās	شباس	Šabās	شباس	Shabas	Shabas
SHABUR_307E308N_S_EGYP	Egypt	30.73365	30.80318	villages	localite	Šābūr	شابور	Šābūr	شابور	Shabur	Shabur
RAFIQA_307E306N_S_EGYP	Egypt	30.73593	30.69470	villages	localite	al-Rāfiqaŧ	ﭐلرافقة	al-Rāfiqaŧ	ﭐلرافقة	al-Rafiqa	al-Rafiqa
DUNQALA_307E180N_S_EGYP	Egypt	30.73756	18.04347	towns	cite	Dunqalaŧ	دنقلة	Dunqalaŧ, Dunqulaŧ, Dumqulaŧ	دنقلة، دنقلة، دمقلة	Dunqala, Dunqula, Dumqula	Dunqala, Dunqula, Dumqula
SA_307E309N_S_EGYP	Egypt	30.73849	30.95914	villages	localite	Ṣāʾ	صاء	Ṣāʾ	صاء	Sa	Sa
USHMUNAYN_307E278N_S_EGYP	Egypt	30.75576	27.85616	towns	cite	al-Ušmūnayn	ﭐلأشمونين	al-Ušmūnayn	ﭐلأشمونين	al-Ushmunayn	al-Ushmunayn
KUMSHARIK_307E306N_S_EGYP	Egypt	30.75642	30.63742	waystations	etape	Kūm Šarīk	كوم شريك	Kūm Šarīk	كوم شريك	Kum Sharik	Kum Sharik
BABIJ_307E308N_S_EGYP	Egypt	30.75642	30.87466	towns	cite	Babīǧ	ببيج	Babīǧ	ببيج	Babij	Babij
QAYS_307E285N_S_EGYP	Egypt	30.78687	28.52624	towns	cite	al-Qays	ﭐلقيس	al-Qays	ﭐلقيس	al-Qays	al-Qays
BISTAMA_307E306N_S_EGYP	Egypt	30.78887	30.62076	towns	cite	Bistāmaŧ	بستامة	Bistāmaŧ	بستامة	Bistama	Bistama
TANUB_307E306N_S_EGYP	Egypt	30.78944	30.67267	villages	localite	Ṭanūb	طنوب	Ṭanūb, Ṭunūb	طنوب، طنوب	Tanub, Tunub	Tanub, Tunub
IKHNA_307E315N_S_EGYP	Egypt	30.79000	31.51979	towns	cite?	Iḫnā	إخنا	Iḫnā, Aǧnā	إخنا، أجنا	Ikhna, Ajna	Ikhna, Ajna
BUHAYRABURULLUS_308E314N_W_EGYP	Egypt	30.80708	31.45960	waters	lac	Buḥayraŧ al-Burullus	بحيرة ﭐلبرلس	Buḥayraŧ al-Burullus	بحيرة ﭐلبرلس	Buhayra al-Burullus	Buhayra al-Burullus
TARNUT_308E304N_S_EGYP	Egypt	30.81078	30.40094	villages	localite	Tarnūṭ	ترنوط	Tarnūṭ	ترنوط	Tarnut	Tarnut
QULAYBUMMAL_308E308N_S_EGYP	Egypt	30.82245	30.86818	villages	localite	Qulayb al-`Ummāl	قليب ﭐلعمال	Qulayb al-`Ummāl	قليب ﭐلعمال	Qulayb al-Ummal	Qulayb al-Ummal
TIDA_308E312N_R_EGYP	Egypt	30.82700	31.23866	regions	district	Tīdaŧ	تيدة	Tīdaŧ	تيدة	Tida	Tida
FAYYUM_308E293N_R_EGYP	Egypt	30.84266	29.35921	regions	territoire	al-Fayyūm	ﭐلفيوم	al-Fayyūm	ﭐلفيوم	al-Fayyum	al-Fayyum
ANSINA_308E279N_S_EGYP	Egypt	30.84685	27.90125	towns	cite	Anṣinā	أنصنا	Anṣinā	أنصنا	Ansina	Ansina
MAHALLASURAD_308E309N_S_EGYP	Egypt	30.85120	30.96963	villages	localite	Maḥallaŧ Ṣurad	محلة صرد	Maḥallaŧ Ṣurad	محلة صرد	Mahalla Surad	Mahalla Surad
SUMUSTA_308E289N_S_EGYP	Egypt	30.88762	28.96006	towns	cite	Sumusṭā	سمسطا	Sumusṭā	سمسطا	Sumusta	Sumusta
JURASIYYAT_308E303N_S_EGYP	Egypt	30.89161	30.34164	villages	village	al-Ǧurasiyyāt	ﭐلجرسيات	al-Ǧurasiyyāt	ﭐلجرسيات	al-Jurasiyyat	al-Jurasiyyat
AFRAHUN_309E311N_R_EGYP	Egypt	30.91239	31.19144	regions	region	al-Afrāḥūn	ﭐلأفراحون	al-Afrāḥūn	ﭐلأفراحون	al-Afrahun	al-Afrahun
MANUF_309E304N_S_EGYP	Egypt	30.91950	30.45505	towns	cite	Manūf	منوف	Manūf	منوف	Manuf	Manuf
MAHALLAMAHRUM_309E307N_S_EGYP	Egypt	30.92349	30.79572	towns	cite	Maḥallaŧ al-Maḥrūm	محلة ﭐلمحروم	Maḥallaŧ al-Maḥrūm	محلة ﭐلمحروم	Mahalla al-Mahrum	Mahalla al-Mahrum
SAKHA_309E310N_S_EGYP	Egypt	30.92519	31.08645	towns	cite	Ṣaḫā	صخا	Ṣaḫā	صخا	Sakha	Sakha
FISHAIBNSULAYM_309E307N_S_EGYP	Egypt	30.92633	30.76345	villages	village	Fīšaŧ Ibn Sulaym	فيشة إبن سليم	Fīšaŧ Ibn Sulaym	فيشة إبن سليم	Fisha Ibn Sulaym	Fisha Ibn Sulaym
BUNDARIYYA_309E307N_S_EGYP	Egypt	30.92804	30.72039	towns	cite	al-Bundāriyyaŧ	ﭐلبندارية	al-Bundāriyyaŧ	ﭐلبندارية	al-Bundariyya	al-Bundariyya
TUWWA_309E306N_R_EGYP	Egypt	30.93316	30.68075	regions	district	Ṭuwwaŧ	طوة	Ṭuwwaŧ	طوة	Tuwwa	Tuwwa
MARIS_309E203N_R_EGYP	Egypt	30.93987	20.35618	regions	region	Marīs	مريس	Marīs	مريس	Maris	Maris
NAHRNIL_309E217N_W_EGYP	Egypt	30.94294	21.75496	waters	riviere	Nahr al-Nīl	نهر ﭐلنيل	Nahr al-Nīl	نهر ﭐلنيل	Nahr al-Nil	Nahr al-Nil
MANUFULIYA_309E308N_R_EGYP	Egypt	30.95223	30.87050	regions	district	Manūf al-ʿUliyā	منوف ﭐلعليا	Manūf al-ʿUliyā	منوف ﭐلعليا	Manuf al-Uliya	Manuf al-Uliya
AHNAS_309E291N_S_EGYP	Egypt	30.95992	29.13124	towns	cite	Ahnās	أهناس	Ahnās	أهناس	Ahnas	Ahnas
MISIR_309E310N_S_EGYP	Egypt	30.97785	31.05159	villages	localite	Misīr	مسير	Misīr	مسير	Misir	Misir
LAHUN_309E292N_S_EGYP	Egypt	30.99122	29.24901	towns	cite	al-Lāhūn	ﭐللاهون	al-Lāhūn	ﭐللاهون	al-Lahun	al-Lahun
BURULLUS_309E315N_S_EGYP	Egypt	30.99606	31.58612	towns	cite	Burullus	برلس	Burullus, Barullus	برلس، برلس	Burullus, Barullus	Burullus, Barullus
NAHRNIL_310E288N_W_EGYP	Egypt	31.00602	28.89131	waters	riviere	Nahr al-Nīl	نهر ﭐلنيل	Nahr al-Nīl	نهر ﭐلنيل	Nahr al-Nil	Nahr al-Nil
DHATSAHIL_310E302N_S_EGYP	Egypt	31.01228	30.22134	waystations	etape	Ḏāt al-Sāḥil	ذات ﭐلساحل	Ḏāt al-Sāḥil	ذات ﭐلساحل	Dhat al-Sahil	Dhat al-Sahil
MALIJ_310E305N_S_EGYP	Egypt	31.01342	30.58083	towns	cite	Malīǧ	مليج	Malīǧ	مليج	Malij	Malij
BATNRIF_310E308N_R_EGYP	Egypt	31.02025	30.85291	regions	region	Baṭn al-Rīf	بطن ﭐلريف	Baṭn al-Rīf	بطن ﭐلريف	Batn al-Rif	Batn al-Rif
SUBKABID_310E304N_S_EGYP	Egypt	31.05262	30.43271	villages	localite	Subk al-ʿAbīd	سبك ﭐلعبيد	Subk al-ʿAbīd	سبك ﭐلعبيد	Subk al-Abid	Subk al-Abid
SHATNUF_310E302N_S_EGYP	Egypt	31.06351	30.23314	towns	cite	Šaṭnūf	شطنوف	Šaṭnūf	شطنوف	Shatnuf	Shatnuf
TATA_310E306N_S_EGYP	Egypt	31.08970	30.68760	towns	cite	Ṭaṭāʾ	ططاء	Ṭaṭāʾ	ططاء	Tata	Tata
TANTITA_311E302N_S_EGYP	Egypt	31.10165	30.27628	villages	localite	Tantītā	تنتيتا	Tantītā, Ṭant	تنتيتا، طنت	Tantita, Tant	Tantita, Tant
DIJWA_311E303N_S_EGYP	Egypt	31.10620	30.37013	towns	cite	Diǧwaŧ	دجوة	Diǧwaŧ	دجوة	Dijwa	Dijwa
BUSIR_311E292N_S_EGYP	Egypt	31.10677	29.27633	towns	cite	Būṣīr	بوصير	Būṣīr, Būṣīr al-Fayyūm, Abūṣīr, Būṣīr Qūrīdus, Būṣīr al-Ašmūnayn	بوصير، بوصير ﭐلفيوم، أبوصير، بوصير قوريدس، بوصير ﭐلأشمونين	Busir, Busir al-Fayyum, Abusir, Busir Quridus, Busir al-Ashmunayn	Busir, Busir al-Fayyum, Abusir, Busir Quridus, Busir al-Ashmunayn
WASIM_311E301N_S_EGYP	Egypt	31.10905	30.12144	towns	port	Wasīm	وسيم	Wasīm	وسيم	Wasim	Wasim
MAHALLAKABIRA_311E309N_S_EGYP	Egypt	31.14662	30.97329	towns	cite	Maḥallaŧ al-Kabīraŧ	محلة ﭐلكبيرة	Maḥallaŧ al-Kabīraŧ	محلة ﭐلكبيرة	Mahalla al-Kabira	Mahalla al-Kabira
DALAS_311E292N_S_EGYP	Egypt	31.16142	29.21524	towns	cite	Dalāṣ	دلاص	Dalāṣ, Dilāṣ	دلاص، دلاص	Dalas, Dilas	Dalas, Dilas
BANHAASAL_311E304N_S_EGYP	Egypt	31.16142	30.43641	towns	cite	Banhā al-ʿAsal	بنها ﭐلعسل	Banhā al-ʿAsal	بنها ﭐلعسل	Banha al-Asal	Banha al-Asal
SANDAFA_311E309N_S_EGYP	Egypt	31.16426	30.96890	towns	cite	Ṣandafā	صندفا	Ṣandafā	صندفا	Sandafa	Sandafa
ATRIB_311E304N_R_EGYP	Egypt	31.17223	30.45947	regions	district	Atrīb	أتريب	Atrīb	أتريب	Atrib	Atrib
ATRIB_311E304N_S_EGYP	Egypt	31.17223	30.45947	towns	cite	Atrīb	أتريب	Atrīb	أتريب	Atrib	Atrib
ASYUT_311E271N_S_EGYP	Egypt	31.18485	27.17922	towns	cite	Asyūṭ	أسيوط	Asyūṭ	أسيوط	Asyut	Asyut
SARDUS_311E301N_S_EGYP	Egypt	31.18645	30.16277	towns	cite	Sardūs	سردوس	Sardūs	سردوس	Sardus	Sardus
JIZA_312E300N_S_EGYP	Egypt	31.20183	30.00653	towns	cite	al-Ǧīzaŧ	ﭐلجيزة	al-Ǧīzaŧ	ﭐلجيزة	al-Jiza	al-Jiza
ZIFTAJAWAD_312E307N_S_EGYP	Egypt	31.21094	30.70718	towns	cite	Ziftā Ǧawād	زفتا جواد	Ziftā Ǧawād	زفتا جواد	Zifta Jawad	Zifta Jawad
JAZIRA_312E300N_S_EGYP	Egypt	31.21122	30.04436	quarters	quartier	al-Ǧazīraŧ	ﭐلجزيرة	al-Ǧazīraŧ	ﭐلجزيرة	al-Jazira	al-Jazira
DAMSIS_312E308N_R_EGYP	Egypt	31.22403	30.82041	regions	district	Damsīs	دمسيس	Damsīs	دمسيس	Damsis	Damsis
DAMSIS_312E308N_S_EGYP	Egypt	31.22403	30.82041	towns	cite	Damsīs	دمسيس	Damsīs	دمسيس	Damsis	Damsis
BUTIJ_312E271N_S_EGYP	Egypt	31.22681	27.10901	towns	cite	Būtīǧ	بوتيج	Būtīǧ	بوتيج	Butij	Butij
BASHARUD_312E312N_R_EGYP	Egypt	31.23342	31.28817	regions	region	al-Bašarūd	ﭐلبشرود	al-Bašarūd	ﭐلبشرود	al-Basharud	al-Basharud
QAHIRA_312E300N_S_EGYP	Egypt	31.24168	30.05778	quarters	quartier	al-Qāhiraŧ	ﭐلقاهرة	al-Qāhiraŧ	ﭐلقاهرة	al-Qahira	al-Qahira
SHABRUWA_312E301N_S_EGYP	Egypt	31.24225	30.11048	towns	cite	Šabruwā	شبروا	Šabruwā, Šubrū	شبروا، شبرو	Shabruwa, Shubru	Shabruwa, Shubru
QASR_312E300N_S_EGYP	Egypt	31.24253	30.01540	villages	localite	al-Qaṣr	ﭐلقصر	al-Qaṣr, Bāb Alyūn	ﭐلقصر، باب أليون	al-Qasr, Bab Alyun	al-Qasr, Bab Alyun
SAMANNUD_312E309N_R_EGYP	Egypt	31.24509	30.94986	regions	district	Samannūd	سمنود	Samannūd	سمنود	Samannud	Samannud
FUSTAT_312E300N_S_EGYP	Egypt	31.24964	30.04325	metropoles	metropole	Fusṭāṭ	فسطاط	Fusṭāṭ	فسطاط	Fustat	Fustat
AWSIYA_312E311N_R_EGYP	Egypt	31.25278	31.19181	regions	district	al-Awsiyaŧ	ﭐلأوسية	al-Awsiyaŧ	ﭐلأوسية	al-Awsiya	al-Awsiya
MANF_312E298N_S_EGYP	Egypt	31.25648	29.85447	towns	ville	Manf	منف	Manf, al-ʿAzīziyyaŧ	منف، ﭐلعزيزية	Manf, al-Aziziyya	Manf, al-Aziziyya
SAHRAJAT_312E306N_S_EGYP	Egypt	31.26672	30.65235	villages	localite	Ṣahraǧāt	صهرجات	Ṣahraǧāt	صهرجات	Sahrajat	Sahrajat
NAWASA_312E309N_R_EGYP	Egypt	31.28494	30.97866	regions	district	Nawasā	نوسا	Nawasā	نوسا	Nawasa	Nawasa
HULWAN_312E298N_S_EGYP	Egypt	31.29831	29.86015	towns	cite	Ḥulwān	حلوان	Ḥulwān	حلوان	Hulwan	Hulwan
ATFIH_312E294N_S_EGYP	Egypt	31.29974	29.43347	towns	cite	Aṭfīḥ	أطفيح	Aṭfīḥ	أطفيح	Atfih	Atfih
